total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
81704148831,11822318408,69881830423,6428427820,6033520360,192250,케이사인,KOSDAQ,2021,CFS
139101899203,69482211860,69619687343,9164465999,5874099286,192250,케이사인,KOSDAQ,2022,CFS
185996601361,77325821860,108670779501,4264060017,4782669676,192250,케이사인,KOSDAQ,2023,CFS
191441904913,75970473102,115471431811,1305701592,434449529,192250,케이사인,KOSDAQ,2024,CFS
196844452737,75387677369,121456775368,2895367155,2163155381,192250,케이사인,KOSDAQ,2025,CFS
