total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
13959558283,3967233424,9992324859,7377640926,-2832462145,2759611141,0088M0,메쥬,KOSDAQ,2025,CFS
