total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
720987137953,428515142054,292471995899,9454944600,6672380970,2066142158,0030R0,대신밸류리츠,KOSPI,2025,CFS
