total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
10862190797,1510457687,9351733110,0,9620684,-29621740,488060,유진스팩11호,KOSDAQ,2024,CFS
11106941037,1581995818,9524945219,0,177554709,-46527568,488060,유진스팩11호,KOSDAQ,2025,CFS
