종목코드,회사명,시장구분,ticker,현재주가,시가총액,배당수익률,52주최고,52주최저,PER,PBR,ROE,수집시각
000590,CS홀딩스,KOSPI,000590.KS,76000.0,78251958272.0,0.64,102100.0,69900.0,,,0.05445,2026-05-20T21:09:51.210838
055490,테이팩스,KOSPI,055490.KS,18310.0,87332290560.0,1.01,22650.0,12710.0,,,0.012999999,2026-05-20T21:09:51.625627
079980,휴비스,KOSPI,079980.KS,2530.0,83263111168.0,,4070.0,2335.0,,,0.00964,2026-05-20T21:09:52.048333
096775,SK이노베이션우,KOSPI,096775.KS,69700.0,11647662948352.0,3.01,86600.0,55600.0,,,-0.12923999,2026-05-20T21:09:52.471145
007980,TP,KOSPI,007980.KS,1852.0,86463807488.0,3.89,2310.0,1325.0,,,0.14415,2026-05-20T21:09:52.887953
085310,엔케이,KOSPI,085310.KS,1169.0,81242120192.0,0.86,1761.0,796.0,,,-0.02115,2026-05-20T21:09:53.303406
002600,조흥,KOSPI,002600.KS,142100.0,85260001280.0,4.17,164400.0,141100.0,,,0.05406,2026-05-20T21:09:53.723158
011150,CJ씨푸드,KOSPI,011150.KS,2370.0,85630468096.0,,3350.0,2370.0,,,0.03287,2026-05-20T21:09:54.159928
002720,국제약품,KOSPI,002720.KS,4000.0,81450008576.0,0.74,5470.0,3930.0,,,0.06093,2026-05-20T21:09:54.567374
010960,삼호개발,KOSPI,010960.KS,3475.0,74642997248.0,5.66,4315.0,3260.0,,,0.08081,2026-05-20T21:09:54.993462
005750,대림바스,KOSPI,005750.KS,5020.0,82433122304.0,3.44,6450.0,3970.0,,,0.07983,2026-05-20T21:09:55.409465
009180,한솔로지스틱스,KOSPI,009180.KS,2950.0,83039944704.0,8.65,3750.0,2170.0,,,0.11567,2026-05-20T21:09:55.939793
338100,NH프라임리츠,KOSPI,338100.KS,4430.0,82663800832.0,16.74,4975.0,4335.0,,,,2026-05-20T21:09:56.364259
000180,성창기업지주,KOSPI,000180.KS,5920.0,82585894912.0,,9330.0,5850.0,,,-0.03287,2026-05-20T21:09:56.783499
111380,동인기연,KOSPI,111380.KS,13470.0,78144618496.0,2.64,17450.0,12860.0,,,0.07299,2026-05-20T21:09:57.307346
000105,유한양행우,KOSPI,000105.KS,69500.0,5196106170368.0,0.87,117200.0,68700.0,,,0.08213,2026-05-20T21:09:57.718906
007590,동방아그로,KOSPI,007590.KS,6000.0,74434142208.0,5.32,6370.0,5700.0,,,0.0574,2026-05-20T21:09:58.137419
013870,지엠비코리아,KOSPI,013870.KS,4270.0,81438638080.0,5.73,7140.0,3730.0,,,0.046269998,2026-05-20T21:09:58.558993
013360,일성건설,KOSPI,013360.KS,1489.0,80443047936.0,,2830.0,1192.0,,,0.05342,2026-05-20T21:09:58.983996
001470,삼부토건,KOSPI,001470.KS,347.0,79699591168.0,,347.0,347.0,,,,2026-05-20T21:09:59.397144
35320K,대덕전자1우,KOSPI,35320K.KS,37950.0,1954897199104.0,1.27,49950.0,7310.0,,,0.05371,2026-05-20T21:09:59.819469
013700,까뮤이앤씨,KOSPI,013700.KS,1320.0,78871101440.0,1.85,1636.0,997.0,,,0.07927,2026-05-20T21:10:00.239796
001260,남광토건,KOSPI,001260.KS,8010.0,78687952896.0,,12240.0,6960.0,,,0.043270003,2026-05-20T21:10:00.666823
100220,비상교육,KOSPI,100220.KS,6050.0,74121666560.0,3.38,7920.0,4625.0,,,0.11281,2026-05-20T21:10:01.086752
004720,팜젠사이언스,KOSPI,004720.KS,3575.0,78337515520.0,,5490.0,3410.0,,,0.00054000004,2026-05-20T21:10:01.504797
006090,사조오양,KOSPI,006090.KS,8190.0,77172211712.0,1.22,11200.0,7960.0,,,0.04438,2026-05-20T21:10:01.926070
001560,제일연마,KOSPI,001560.KS,10150.0,67424043008.0,6.91,12900.0,8800.0,,,0.13116,2026-05-20T21:10:02.345124
109070,주성코퍼레이션,KOSPI,109070.KS,1452.0,76664471552.0,,2850.0,702.0,,,0.07312,2026-05-20T21:10:02.771619
069730,DSR제강,KOSPI,069730.KS,5310.0,76463996928.0,7.99,5880.0,3325.0,,,0.037639998,2026-05-20T21:10:03.193813
004440,삼일씨엔에스,KOSPI,004440.KS,6000.0,76391677952.0,,11070.0,3990.0,,,-0.00243,2026-05-20T21:10:03.608525
000850,화천기공,KOSPI,000850.KS,34450.0,75790000128.0,3.71,44850.0,29200.0,,,0.03363,2026-05-20T21:10:04.046224
018500,동원금속,KOSPI,018500.KS,1621.0,75773329408.0,2.98,1967.0,1219.0,,,0.27835,2026-05-20T21:10:04.464514
071090,하이스틸,KOSPI,071090.KS,3710.0,74880974848.0,0.3,6250.0,3125.0,,,0.08108,2026-05-20T21:10:04.880613
007280,한국특강,KOSPI,007280.KS,2425.0,69470265344.0,8.18,3800.0,2370.0,,,0.013710001,2026-05-20T21:10:05.305523
016090,대현,KOSPI,016090.KS,1654.0,73242943488.0,4.68,1969.0,1602.0,,,0.08574,2026-05-20T21:10:05.719519
068290,삼성출판사,KOSPI,068290.KS,7300.0,73000001536.0,2.65,24000.0,7220.0,,,0.02308,2026-05-20T21:10:06.131571
012690,모나리자,KOSPI,012690.KS,1995.0,72938749952.0,2.43,2920.0,1938.0,,,-0.01276,2026-05-20T21:10:06.567484
010040,한국내화,KOSPI,010040.KS,1772.0,62794547200.0,4.71,2490.0,1771.0,,,-0.122559994,2026-05-20T21:10:06.984227
003010,혜인,KOSPI,003010.KS,5710.0,55945187328.0,3.4,8780.0,4880.0,,,0.0030500002,2026-05-20T21:10:07.397832
003925,남양유업우,KOSPI,003925.KS,36100.0,283862040576.0,3.95,48750.0,31400.0,,,0.00899,2026-05-20T21:10:07.818812
120115,코오롱인더우,KOSPI,120115.KS,26000.0,885054373888.0,5.05,33000.0,19960.0,,,0.01321,2026-05-20T21:10:08.335105
009200,무림페이퍼,KOSPI,009200.KS,1727.0,71859281920.0,7.12,2685.0,1710.0,,,-0.03275,2026-05-20T21:10:08.853214
006880,신송홀딩스,KOSPI,006880.KS,6060.0,65385586688.0,1.94,8830.0,6040.0,,,0.03353,2026-05-20T21:10:09.279826
009770,삼정펄프,KOSPI,009770.KS,28600.0,71499169792.0,3.48,36450.0,26500.0,,,0.0065499996,2026-05-20T21:10:09.701786
003780,진양산업,KOSPI,003780.KS,5390.0,70070001664.0,6.63,8090.0,5050.0,,,0.10566,2026-05-20T21:10:10.114831
214330,금호에이치티,KOSPI,214330.KS,3195.0,66417520640.0,,7710.0,3120.0,,,-0.07943,2026-05-20T21:10:10.530995
002795,아모레퍼시픽홀딩스우,KOSPI,002795.KS,10750.0,964862214144.0,3.68,13960.0,9420.0,,,0.04107,2026-05-20T21:10:10.952925
155660,DSR,KOSPI,155660.KS,4285.0,68559998976.0,5.75,4700.0,3630.0,,,0.061750002,2026-05-20T21:10:11.375139
014910,성문전자,KOSPI,014910.KS,3125.0,66741424128.0,0.21,4150.0,1039.0,,,0.047259998,2026-05-20T21:10:11.802161
004540,깨끗한나라,KOSPI,004540.KS,1833.0,68259540992.0,,2410.0,1780.0,,,-0.26336,2026-05-20T21:10:12.219160
111110,호전실업,KOSPI,111110.KS,7270.0,63965298688.0,5.53,9190.0,6760.0,,,0.06238,2026-05-20T21:10:12.751589
021050,서원,KOSPI,021050.KS,1431.0,67936141312.0,,1990.0,1005.0,,,-0.0001,2026-05-20T21:10:13.164386
006980,우성,KOSPI,006980.KS,21800.0,55955279872.0,6.16,25450.0,15920.0,,,0.06268,2026-05-20T21:10:13.611233
378850,화승알앤에이,KOSPI,378850.KS,3500.0,66467749888.0,2.12,4500.0,2930.0,,,0.1149,2026-05-20T21:10:14.125356
101140,인바이오젠,KOSPI,101140.KS,6570.0,65599950848.0,,14700.0,6340.0,,,-0.00894,2026-05-20T21:10:14.545369
004060,SG세계물산,KOSPI,004060.KS,3250.0,64328265728.0,,9030.0,2940.0,,,0.0033500001,2026-05-20T21:10:14.965738
480370,씨케이솔루션,KOSPI,480370.KS,2015.0,,,4930.0,1894.0,,,-0.49181998,2026-05-20T21:10:15.393315
000220,유유제약,KOSPI,000220.KS,3835.0,62060552192.0,2.92,5100.0,3805.0,,,0.06616,2026-05-20T21:10:15.806533
001550,조비,KOSPI,001550.KS,12450.0,64638259200.0,,20950.0,10470.0,,,0.0010800001,2026-05-20T21:10:16.224711
129260,인터지스,KOSPI,129260.KS,2160.0,60942524416.0,4.47,4005.0,2155.0,,,0.03583,2026-05-20T21:10:16.812927
047400,유니온머티리얼,KOSPI,047400.KS,1525.0,64049999872.0,,2680.0,1270.0,,,0.14036,2026-05-20T21:10:17.328580
092780,DYP,KOSPI,092780.KS,4800.0,60580474880.0,1.62,10250.0,3035.0,,,0.05605,2026-05-20T21:10:17.745796
000725,현대건설우,KOSPI,000725.KS,59600.0,6699662966784.0,1.37,85000.0,49500.0,,,0.05652,2026-05-20T21:10:18.166642
010770,평화홀딩스,KOSPI,010770.KS,4280.0,61584752640.0,3.53,11390.0,3470.0,,,0.31965,2026-05-20T21:10:18.580023
001465,BYC우,KOSPI,001465.KS,29050.0,241003134976.0,1.35,34800.0,14310.0,,,0.03524,2026-05-20T21:10:18.986457
004410,서울식품,KOSPI,004410.KS,158.0,61999120384.0,,283.0,140.0,,,0.02706,2026-05-20T21:10:19.398793
024900,디와이덕양,KOSPI,024900.KS,1894.0,61417836544.0,3.05,2800.0,1873.0,,,0.0114,2026-05-20T21:10:19.830947
023810,인팩,KOSPI,023810.KS,6150.0,61499998208.0,2.81,13560.0,5620.0,,,0.10686,2026-05-20T21:10:20.248634
396690,미래에셋글로벌리츠,KOSPI,396690.KS,1549.0,61349601280.0,17.35,2830.0,1546.0,,,,2026-05-20T21:10:20.682767
004830,덕성,KOSPI,004830.KS,3905.0,59242401792.0,2.86,7090.0,3880.0,,,0.05784,2026-05-20T21:10:21.097067
092440,기신정기,KOSPI,092440.KS,2090.0,61027999744.0,4.31,2885.0,2085.0,,,-0.0018799999,2026-05-20T21:10:21.616331
372910,한컴라이프케어,KOSPI,372910.KS,2205.0,61022064640.0,,3780.0,2205.0,,,-0.05826,2026-05-20T21:10:22.124207
072130,유엔젤,KOSPI,072130.KS,4770.0,58965086208.0,2.08,6700.0,4160.0,,,0.07075,2026-05-20T21:10:22.538254
005305,롯데칠성우,KOSPI,005305.KS,78000.0,784227106816.0,4.28,93400.0,64100.0,,,0.03221,2026-05-20T21:10:23.121025
002760,보락,KOSPI,002760.KS,1005.0,60199501824.0,0.68,1527.0,985.0,,,0.049060002,2026-05-20T21:10:23.545691
011390,부산산업,KOSPI,011390.KS,56700.0,59875201024.0,0.43,124700.0,55700.0,,,-0.03691,2026-05-20T21:10:23.962421
000910,유니온,KOSPI,000910.KS,3815.0,59558326272.0,3.19,6150.0,3800.0,,,0.22116,2026-05-20T21:10:24.384756
009835,한화솔루션우,KOSPI,009835.KS,22950.0,4156129804288.0,1.65,35100.0,19500.0,,,,2026-05-20T21:10:24.806610
002140,고려산업,KOSPI,002140.KS,2365.0,58347909120.0,1.65,3320.0,2320.0,,,0.08479,2026-05-20T21:10:25.225053
004770,써니전자,KOSPI,004770.KS,1651.0,58622783488.0,2.04,2045.0,1418.0,,,0.06572,2026-05-20T21:10:25.649024
058730,다스코,KOSPI,058730.KS,2930.0,51309654016.0,,5080.0,2405.0,,,-0.04848,2026-05-20T21:10:26.069673
004450,삼화왕관,KOSPI,004450.KS,27100.0,48728047616.0,4.4,41700.0,26950.0,,,0.072399996,2026-05-20T21:10:26.497920
001620,케이비아이동국실업,KOSPI,001620.KS,2620.0,58317549568.0,,4820.0,2245.0,,,0.12778,2026-05-20T21:10:26.918164
002630,오리엔트바이오,KOSPI,002630.KS,483.0,57275592704.0,,1544.0,453.0,,,-0.124180004,2026-05-20T21:10:27.405447
007815,코리아써우,KOSPI,007815.KS,19090.0,529385029632.0,0.57,24450.0,5290.0,,,0.0731,2026-05-20T21:10:27.818041
006370,대구백화점,KOSPI,006370.KS,5210.0,45439594496.0,,7880.0,4175.0,,,-0.21436001,2026-05-20T21:10:28.241007
123700,SJM,KOSPI,123700.KS,3610.0,56333680640.0,5.54,4200.0,3090.0,,,0.04566,2026-05-20T21:10:28.661331
075180,새론오토모티브,KOSPI,075180.KS,2930.0,56256000000.0,4.68,3750.0,2895.0,,,-0.0021,2026-05-20T21:10:29.077456
009190,대양금속,KOSPI,009190.KS,1292.0,55798845440.0,,1965.0,1094.0,,,0.09869,2026-05-20T21:10:29.495098
003465,유화증권우,KOSPI,003465.KS,3180.0,192814776320.0,7.03,4000.0,2380.0,,,0.026800001,2026-05-20T21:10:29.902431
003475,유안타증권우,KOSPI,003475.KS,4270.0,877448593408.0,6.18,5920.0,3000.0,,,0.054029997,2026-05-20T21:10:30.307506
006490,인스코비,KOSPI,006490.KS,377.0,55412297728.0,,2175.0,217.0,,,-1.2934599,2026-05-20T21:10:30.718833
025530,SJM홀딩스,KOSPI,025530.KS,3635.0,49261486080.0,6.85,4005.0,3290.0,,,0.04695,2026-05-20T21:10:31.141331
023350,한국종합기술,KOSPI,023350.KS,4940.0,51395338240.0,2.98,6240.0,4160.0,,,0.05219,2026-05-20T21:10:31.563676
041650,상신브레이크,KOSPI,041650.KS,2515.0,48691179520.0,1.96,3120.0,2400.0,,,-0.05322,2026-05-20T21:10:31.983526
017180,명문제약,KOSPI,017180.KS,1587.0,53884133376.0,,2055.0,1530.0,,,0.013660001,2026-05-20T21:10:32.401553
004920,씨아이테크,KOSPI,004920.KS,1026.0,51367501824.0,,1799.0,958.0,,,0.21414,2026-05-20T21:10:32.819016
002410,범양건영,KOSPI,002410.KS,1935.0,53169524736.0,,1935.0,1935.0,,,,2026-05-20T21:10:33.249131
357250,미래에셋맵스리츠,KOSPI,357250.KS,2070.0,51739865088.0,11.75,2855.0,2055.0,,,,2026-05-20T21:10:33.658869
004910,조광페인트,KOSPI,004910.KS,4015.0,40798273536.0,4.83,6440.0,4000.0,,,-0.04754,2026-05-20T21:10:34.068462
090080,평화산업,KOSPI,090080.KS,932.0,51168907264.0,,1930.0,810.0,,,0.29032,2026-05-20T21:10:34.494730
37550K,DL이앤씨우,KOSPI,37550K.KS,24150.0,1025277886464.0,3.75,34600.0,18500.0,,,0.07338,2026-05-20T21:10:34.919180
020760,일진디스플,KOSPI,020760.KS,902.0,46408720384.0,,1286.0,692.0,,,0.08655,2026-05-20T21:10:35.425760
093240,형지엘리트,KOSPI,093240.KS,825.0,31420880896.0,,3860.0,819.0,,,0.05184,2026-05-20T21:10:35.843732
28513K,SK케미칼우,KOSPI,28513K.KS,23400.0,453490114560.0,3.29,34300.0,22450.0,,,0.00884,2026-05-20T21:10:36.265163
006125,SK디스커버리우,KOSPI,006125.KS,39850.0,731066400768.0,3.83,45850.0,34050.0,,,0.021659998,2026-05-20T21:10:36.881196
011330,유니켐,KOSPI,011330.KS,541.0,50430656512.0,,1891.0,541.0,,,,2026-05-20T21:10:37.302158
012280,영화금속,KOSPI,012280.KS,943.0,46701608960.0,3.59,1195.0,803.0,,,0.10869,2026-05-20T21:10:37.818819
027740,마니커,KOSPI,027740.KS,1523.0,48356175872.0,,2574.0,1400.0,,,-0.00769,2026-05-20T21:10:38.293073
009320,아진전자부품,KOSPI,009320.KS,975.0,48067272704.0,,1382.0,898.0,,,0.13984,2026-05-20T21:10:38.711878
003080,SB성보,KOSPI,003080.KS,2400.0,47011246080.0,8.51,2985.0,2370.0,,,-0.01666,2026-05-20T21:10:39.125711
008420,문배철강,KOSPI,008420.KS,2300.0,42706132992.0,2.14,3580.0,1949.0,,,0.06033,2026-05-20T21:10:39.639810
000950,전방,KOSPI,000950.KS,27850.0,31734239232.0,3.51,49600.0,23600.0,,,0.13989,2026-05-20T21:10:40.156190
001210,금호전기,KOSPI,001210.KS,754.0,46004707328.0,,1398.0,508.0,,,-0.41364,2026-05-20T21:10:40.574918
002920,유성기업,KOSPI,002920.KS,1797.0,46088556544.0,1.77,2590.0,1780.0,,,-0.07412,2026-05-20T21:10:40.996248
069460,대호에이엘,KOSPI,069460.KS,532.0,46266609664.0,,2005.0,502.0,,,-0.36293998,2026-05-20T21:10:41.401382
000890,보해양조,KOSPI,000890.KS,1675.0,45781430272.0,,2815.0,1674.0,,,0.087460004,2026-05-20T21:10:41.817710
011420,갤럭시아에스엠,KOSPI,011420.KS,1658.0,45677309952.0,,2930.0,1585.0,,,-0.04697,2026-05-20T21:10:42.239719
026940,부국철강,KOSPI,026940.KS,2275.0,43575349248.0,3.43,3445.0,1801.0,,,0.01635,2026-05-20T21:10:42.655587
004870,티웨이홀딩스,KOSPI,004870.KS,400.0,45265195008.0,,780.0,230.0,,,-1.9294901,2026-05-20T21:10:43.287712
023960,에쓰씨엔지니어링,KOSPI,023960.KS,1190.0,45262807040.0,,1958.0,1080.0,,,-0.10208999,2026-05-20T21:10:43.793251
133820,화인베스틸,KOSPI,133820.KS,1219.0,45242580992.0,,2950.0,782.0,,,-0.14308,2026-05-20T21:10:44.209236
005030,부산주공,KOSPI,005030.KS,0.0,0.0,,486.0,486.0,,,,2026-05-20T21:10:44.722791
049800,우진플라임,KOSPI,049800.KS,2245.0,44899999744.0,2.25,3700.0,1850.0,,,0.02112,2026-05-20T21:10:45.136387
074610,이엔플러스,KOSPI,074610.KS,511.0,4481540096.0,,5110.0,511.0,,,-0.65099,2026-05-20T21:10:45.559163
008870,금비,KOSPI,008870.KS,43850.0,38741475328.0,2.94,63500.0,43100.0,,,0.0076,2026-05-20T21:10:45.979622
481850,신한글로벌액티브리츠,KOSPI,481850.KS,987.0,42912452608.0,13.17,1587.0,955.0,,,,2026-05-20T21:10:46.389000
014990,인디에프,KOSPI,014990.KS,570.0,42812694528.0,,1639.0,559.0,,,-0.00283,2026-05-20T21:10:46.811620
003060,에이프로젠바이오로직스,KOSPI,003060.KS,3210.0,42301718528.0,,10764.618,2745.0,,,-0.5129,2026-05-20T21:10:47.244098
009140,경인전자,KOSPI,009140.KS,26800.0,34907992064.0,1.92,35000.0,18600.0,,,0.04877,2026-05-20T21:10:47.653928
007120,미래아이앤지,KOSPI,007120.KS,1456.0,39782453248.0,,2990.0,780.0,,,-0.0433,2026-05-20T21:10:48.074601
000760,이화산업,KOSPI,000760.KS,15010.0,42027999232.0,,25250.0,10830.0,,,-0.010369999,2026-05-20T21:10:48.492449
084870,TBH글로벌,KOSPI,084870.KS,2005.0,41018802176.0,2.49,2460.0,1073.0,,,0.02497,2026-05-20T21:10:48.912182
013000,세우글로벌,KOSPI,013000.KS,1455.0,41762836480.0,2.51,1680.0,1021.0,,,0.060949996,2026-05-20T21:10:49.338800
019490,엑시큐어하이트론,KOSPI,019490.KS,541.0,41342119936.0,,1075.0,530.0,,,-0.79205,2026-05-20T21:10:49.754715
002870,신풍,KOSPI,002870.KS,1178.0,32638115840.0,,1471.0,993.0,,,0.02753,2026-05-20T21:10:50.174395
012160,영흥,KOSPI,012160.KS,405.0,21262905344.0,,1048.1256,398.0,,,-0.28491,2026-05-20T21:10:50.685606
001380,SG글로벌,KOSPI,001380.KS,1809.0,40670068736.0,,3982.0,1684.0,,,0.018609999,2026-05-20T21:10:51.103483
000215,DL우,KOSPI,000215.KS,24000.0,542755291136.0,4.38,32550.0,20650.0,,,-0.01984,2026-05-20T21:10:51.537773
017040,광명전기,KOSPI,017040.KS,932.0,39325970432.0,,2240.0,839.0,,,-0.02152,2026-05-20T21:10:51.950130
002360,SH에너지화학,KOSPI,002360.KS,358.0,38612582400.0,,605.0,347.0,,,-0.14413,2026-05-20T21:10:52.369107
051630,진양화학,KOSPI,051630.KS,1869.0,39622799360.0,,3515.0,1739.0,,,0.022839999,2026-05-20T21:10:52.784136
002880,디와이에이,KOSPI,002880.KS,846.0,39560761344.0,,1530.0,843.0,,,-0.01438,2026-05-20T21:10:53.300024
011230,삼화전자,KOSPI,011230.KS,2050.0,39286181888.0,,6400.0,2010.0,,,-0.39152,2026-05-20T21:10:53.721242
145270,케이탑리츠,KOSPI,145270.KS,817.0,38730416128.0,7.01,975.0,813.0,,,0.13611001,2026-05-20T21:10:54.147128
025750,한솔홈데코,KOSPI,025750.KS,2395.0,38590705664.0,,3900.0,2305.0,,,-0.1984,2026-05-20T21:10:54.567272
134790,시디즈,KOSPI,134790.KS,19230.0,32286361600.0,2.31,40000.0,17900.0,,,-0.035269998,2026-05-20T21:10:55.081980
308170,씨티알모빌리티,KOSPI,308170.KS,4450.0,38314500096.0,,10200.0,4395.0,,,-0.04072,2026-05-20T21:10:55.495279
005320,온타이드,KOSPI,005320.KS,1117.0,37566287872.0,,1722.0,810.0,,,-0.090129994,2026-05-20T21:10:55.921027
011300,우성머티리얼스,KOSPI,011300.KS,2385.0,37814394880.0,,5880.0,2300.0,,,-0.24605,2026-05-20T21:10:56.333472
024890,대원화성,KOSPI,024890.KS,906.0,36928188416.0,,1021.0,697.0,,,-0.09748,2026-05-20T21:10:56.844173
006345,대원전선우,KOSPI,006345.KS,14130.0,,,27650.0,3415.0,,,0.09715,2026-05-20T21:10:57.255391
008250,이건산업,KOSPI,008250.KS,3315.0,33893767168.0,2.91,5910.0,3260.0,,,-0.07253,2026-05-20T21:10:57.666236
002420,세기상사,KOSPI,002420.KS,6070.0,36237582336.0,,8200.0,4375.0,,,-0.04601,2026-05-20T21:10:58.206916
003535,한화투자증권우,KOSPI,003535.KS,7470.0,1628985753600.0,,16920.0,6300.0,,,0.054050002,2026-05-20T21:10:58.617280
010640,진양폴리,KOSPI,010640.KS,2100.0,35070001152.0,3.91,5260.0,2060.0,,,0.11542,2026-05-20T21:10:59.031400
33637K,솔루스첨단소재1우,KOSPI,33637K.KS,2040.0,185430458368.0,0.52,3065.0,1580.0,,,-0.13587,2026-05-20T21:10:59.454371
002025,코오롱우,KOSPI,002025.KS,29650.0,417119666176.0,1.98,33900.0,14000.0,,,-0.12422,2026-05-20T21:10:59.873453
004365,세방우,KOSPI,004365.KS,9300.0,204787122176.0,3.25,11500.0,8020.0,,,0.05599,2026-05-20T21:11:00.288894
019175,신풍제약우,KOSPI,019175.KS,17190.0,881198235648.0,,55000.0,12400.0,,,0.03173,2026-05-20T21:11:00.714417
088790,진도,KOSPI,088790.KS,2745.0,34169057280.0,5.38,2940.0,1801.0,,,0.03174,2026-05-20T21:11:01.130616
005820,원림,KOSPI,005820.KS,14690.0,30214832128.0,3.09,17900.0,13050.0,,,0.032980002,2026-05-20T21:11:01.645990
006740,블루산업개발,KOSPI,006740.KS,589.0,2523890944.0,,14165.666,589.0,,,-0.26068002,2026-05-20T21:11:02.064181
33626L,두산퓨얼셀2우B,KOSPI,33626L.KS,11190.0,,,15220.0,7690.0,,,-0.30657,2026-05-20T21:11:02.487719
009810,플레이그램,KOSPI,009810.KS,2120.0,32198111232.0,,4310.0,1972.0,,,-0.02646,2026-05-20T21:11:02.921637
001070,대한방직,KOSPI,001070.KS,6050.0,21862897664.0,,9460.0,5560.0,,,-0.00424,2026-05-20T21:11:03.346437
000040,KR모터스,KOSPI,000040.KS,369.0,31868160000.0,,841.0,351.0,,,-0.049689997,2026-05-20T21:11:03.870004
090370,메타랩스,KOSPI,090370.KS,1276.0,31774478336.0,,2630.0,1225.0,,,-0.111820005,2026-05-20T21:11:04.291655
118000,메타케어,KOSPI,118000.KS,1800.0,30919536640.0,,4130.0,1790.0,,,-0.00178,2026-05-20T21:11:04.804464
002690,동일제강,KOSPI,002690.KS,1516.0,28763613184.0,,1990.0,1418.0,,,0.00868,2026-05-20T21:11:05.224424
006570,대림통상,KOSPI,006570.KS,1999.0,30113880064.0,,3640.0,1890.0,,,-0.35044998,2026-05-20T21:11:05.634654
024070,WISCOM,KOSPI,024070.KS,1983.0,30392326144.0,2.48,3200.0,1700.0,,,0.01528,2026-05-20T21:11:06.046781
003680,한성기업,KOSPI,003680.KS,4835.0,27308345344.0,,7740.0,4755.0,,,,2026-05-20T21:11:06.465616
014130,한익스프레스,KOSPI,014130.KS,2495.0,29440999424.0,3.22,3790.0,2420.0,,,-0.15535,2026-05-20T21:11:06.892810
069640,한세엠케이,KOSPI,069640.KS,1324.0,27894736896.0,,3990.0,978.0,,,-0.89505,2026-05-20T21:11:07.307126
002820,SUN&L,KOSPI,002820.KS,2330.0,28107266048.0,,3100.0,2060.0,,,-0.01623,2026-05-20T21:11:07.732537
023150,MH에탄올,KOSPI,023150.KS,3895.0,24961208320.0,6.23,6230.0,3810.0,,,-0.16966,2026-05-20T21:11:08.156732
446070,유니드비티플러스,KOSPI,446070.KS,2700.0,,,5790.0,2560.0,,,,2026-05-20T21:11:08.572294
005360,모나미,KOSPI,005360.KS,1508.0,28497139712.0,1.98,3190.0,1480.0,,,-0.12222,2026-05-20T21:11:08.992927
030720,동원수산,KOSPI,030720.KS,6020.0,28015906816.0,,8050.0,5280.0,,,0.14729999,2026-05-20T21:11:09.415816
006200,한국전자홀딩스,KOSPI,006200.KS,2950.0,25874972672.0,2.5,5590.0,2915.0,,,-0.05124,2026-05-20T21:11:10.040971
010400,우진아이엔에스,KOSPI,010400.KS,3610.0,24656584704.0,4.16,4900.0,2395.0,,,0.098850004,2026-05-20T21:11:10.466931
009460,한창제지,KOSPI,009460.KS,2300.0,27447044096.0,,3965.0,2165.0,,,0.13350001,2026-05-20T21:11:10.883821
015260,에이엔피,KOSPI,015260.KS,578.0,27231391744.0,,1077.0,328.0,,,-0.61232,2026-05-20T21:11:11.405194
002355,넥센타이어1우B,KOSPI,002355.KS,4090.0,419893411840.0,4.94,4770.0,2820.0,,,0.077010006,2026-05-20T21:11:11.820036
005110,한창,KOSPI,005110.KS,0.0,0.0,,1254.0,1254.0,,,,2026-05-20T21:11:12.338624
143210,핸즈코퍼레이션,KOSPI,143210.KS,1199.0,25770950656.0,,2285.0,0.0,,,-0.66011,2026-05-20T21:11:12.757027
008775,호텔신라우,KOSPI,008775.KS,34700.0,1313519697920.0,,52500.0,31100.0,,,-0.14461,2026-05-20T21:11:13.176639
357430,마스턴프리미어리츠,KOSPI,357430.KS,855.0,26082037760.0,23.27,1660.0,793.0,,,,2026-05-20T21:11:13.599782
004270,남성,KOSPI,004270.KS,7100.0,22238961664.0,3.49,12400.0,6810.0,,,-0.03512,2026-05-20T21:11:14.019384
003495,대한항공우,KOSPI,003495.KS,22850.0,8439222239232.0,3.48,26800.0,22200.0,,,0.057729997,2026-05-20T21:11:14.434459
033250,체시스,KOSPI,033250.KS,3950.0,25280000000.0,,8410.0,3860.0,,,0.14998999,2026-05-20T21:11:14.847268
465770,STX그린로지스,KOSPI,465770.KS,3415.0,24398774272.0,,12400.0,3260.0,,,-0.71505,2026-05-20T21:11:15.269090
005257,녹십자홀딩스2우,KOSPI,005257.KS,28750.0,1298776850432.0,1.22,73900.0,19740.0,,,-0.02313,2026-05-20T21:11:15.790219
009310,참엔지니어링,KOSPI,009310.KS,1065.0,4640954880.0,,5325.0,0.0,,,-0.19871001,2026-05-20T21:11:16.210318
011090,에넥스,KOSPI,011090.KS,1820.0,21586130944.0,,4170.0,1621.0,,,-0.03337,2026-05-20T21:11:16.626634
001685,대상우,KOSPI,001685.KS,15740.0,566927228928.0,5.43,18020.0,15570.0,,,-0.23823,2026-05-20T21:11:17.039606
002070,비비안,KOSPI,002070.KS,8970.0,13454461952.0,,37590.363,8400.0,,,-0.04675,2026-05-20T21:11:17.457686
00499K,롯데지주우,KOSPI,00499K.KS,26700.0,1909893103616.0,4.8,44150.0,26000.0,,,-0.06391,2026-05-20T21:11:18.129691
001420,태원물산,KOSPI,001420.KS,2815.0,20642697216.0,6.85,4550.0,2630.0,,,-0.05382,2026-05-20T21:11:18.724856
044380,주연테크,KOSPI,044380.KS,1650.0,21278154752.0,,2970.0,1530.0,,,-0.04402,2026-05-20T21:11:19.144794
