종목코드,회사명,시장구분,ticker,현재주가,시가총액,배당수익률,52주최고,52주최저,PER,PBR,ROE,수집시각
099430,바이오플러스,KOSDAQ,099430.KQ,5120.0,315087192064.0,1.32,8350.0,4510.0,,,0.11512999,2026-05-20T21:14:07.300290
456010,아이씨티케이,KOSDAQ,456010.KQ,22700.0,304649338880.0,,30550.0,10460.0,,,-0.15363,2026-05-20T21:14:07.762586
136480,하림,KOSDAQ,136480.KQ,2970.0,315375943680.0,1.31,3665.0,2830.0,,,0.12607999,2026-05-20T21:14:08.180209
054210,이랜텍,KOSDAQ,054210.KQ,12450.0,309841657856.0,0.86,14490.0,4950.0,,,0.089549996,2026-05-20T21:14:08.612100
203650,드림시큐리티,KOSDAQ,203650.KQ,3105.0,296939978752.0,,4675.0,1400.0,,,0.04966,2026-05-20T21:14:09.138464
0008Z0,에스엔시스,KOSDAQ,0008Z0.KQ,33150.0,312822104064.0,1.34,58400.0,26150.0,,,0.1313,2026-05-20T21:14:09.547087
084850,아이티엠반도체,KOSDAQ,084850.KQ,13780.0,285090545664.0,,19620.0,8620.0,,,-0.64755994,2026-05-20T21:14:09.969776
144510,지씨셀,KOSDAQ,144510.KQ,19770.0,297086582784.0,,28450.0,18210.0,,,-0.01298,2026-05-20T21:14:10.395971
061970,LB세미콘,KOSDAQ,061970.KQ,5360.0,303125168128.0,,7120.0,3080.0,,,-0.48964,2026-05-20T21:14:10.811995
036200,유니셈,KOSDAQ,036200.KQ,10080.0,296513798144.0,,14000.0,5720.0,,,,2026-05-20T21:14:11.224577
064290,인텍플러스,KOSDAQ,064290.KQ,24000.0,292852531200.0,,35100.0,8180.0,,,-0.07258,2026-05-20T21:14:11.774421
073490,LIG아큐버,KOSDAQ,073490.KQ,40450.0,307575586816.0,,62500.0,17800.0,,,,2026-05-20T21:14:12.196940
475400,씨메스로보틱스,KOSDAQ,475400.KQ,26150.0,305557897216.0,,46950.0,19430.0,,,-0.25185,2026-05-20T21:14:12.714190
389260,대명에너지,KOSDAQ,389260.KQ,17140.0,307085803520.0,,34800.0,13720.0,,,0.096420005,2026-05-20T21:14:13.132582
065660,안트로젠,KOSDAQ,065660.KQ,30550.0,305686347776.0,,61800.0,19380.0,,,,2026-05-20T21:14:13.623240
012860,모베이스전자,KOSDAQ,012860.KQ,4170.0,303076212736.0,0.93,7070.0,1262.0,,,0.08686,2026-05-20T21:14:14.040301
236200,슈프리마,KOSDAQ,236200.KQ,43750.0,304788013056.0,,57000.0,30200.0,,,0.12752,2026-05-20T21:14:14.462125
041920,메디아나,KOSDAQ,041920.KQ,16300.0,300753747968.0,,29600.0,4850.0,,,,2026-05-20T21:14:14.874746
462350,이노스페이스,KOSDAQ,462350.KQ,14510.0,323639574528.0,,26700.0,6914.711,,,-1.56102,2026-05-20T21:14:15.294508
478340,나라스페이스테크놀로지,KOSDAQ,478340.KQ,26200.0,302180073472.0,,64600.0,25150.0,,,,2026-05-20T21:14:15.720756
494120,큐리오시스,KOSDAQ,494120.KQ,39400.0,299679645696.0,,96400.0,36850.0,,,-0.41489,2026-05-20T21:14:16.151295
046120,오르비텍,KOSDAQ,046120.KQ,8820.0,239203205120.0,,16410.0,2400.0,,,0.0094,2026-05-20T21:14:16.564508
114190,강원에너지,KOSDAQ,114190.KQ,11380.0,297280176128.0,,20250.0,6020.0,,,-0.124589995,2026-05-20T21:14:16.981917
418550,제이오,KOSDAQ,418550.KQ,9280.0,276734902272.0,,15840.0,6450.0,,,-0.0427,2026-05-20T21:14:17.599407
318060,그래피,KOSDAQ,318060.KQ,26450.0,292372414464.0,,69000.0,8210.0,,,-0.93687,2026-05-20T21:14:18.007492
053030,바이넥스,KOSDAQ,053030.KQ,9040.0,287902990336.0,,21250.0,8900.0,,,,2026-05-20T21:14:18.436386
394420,리센스메디컬,KOSDAQ,394420.KQ,26950.0,292415537152.0,,39900.0,17550.0,,,,2026-05-20T21:14:18.851513
394800,쓰리빌리언,KOSDAQ,394800.KQ,9230.0,293158420480.0,,20100.0,5520.0,,,-0.20865999,2026-05-20T21:14:19.273384
043150,바텍,KOSDAQ,043150.KQ,19680.0,292331749376.0,,27350.0,18790.0,,,,2026-05-20T21:14:19.694441
199820,제일일렉트릭,KOSDAQ,199820.KQ,13120.0,291526410240.0,0.73,22300.0,8220.0,,,0.042719997,2026-05-20T21:14:20.111709
092730,네오팜,KOSDAQ,092730.KQ,18100.0,283106738176.0,,22650.0,13820.0,,,,2026-05-20T21:14:20.517951
243840,신흥에스이씨,KOSDAQ,243840.KQ,7500.0,289186775040.0,1.32,12290.0,3755.0,,,-0.01632,2026-05-20T21:14:20.956651
014940,오리엔탈정공,KOSDAQ,014940.KQ,6330.0,288314327040.0,1.31,12990.0,5050.0,,,0.16258,2026-05-20T21:14:21.371885
314930,바이오다인,KOSDAQ,314930.KQ,9660.0,284745498624.0,,18420.0,9580.0,,,-0.00184,2026-05-20T21:14:21.779813
365270,큐라클,KOSDAQ,365270.KQ,13110.0,285498310656.0,,20750.0,3600.0,,,-0.54034,2026-05-20T21:14:22.193743
051500,CJ프레시웨이,KOSDAQ,051500.KQ,24150.0,286698799104.0,2.02,36400.0,23300.0,,,0.115109995,2026-05-20T21:14:22.616632
151860,KG에코솔루션,KOSDAQ,151860.KQ,6020.0,252575727616.0,2.44,7860.0,5100.0,,,0.06044,2026-05-20T21:14:23.041297
112290,와이씨켐,KOSDAQ,112290.KQ,14170.0,286532829184.0,,17700.0,9215.0,,,0.09884,2026-05-20T21:14:23.454203
088800,에이스테크,KOSDAQ,088800.KQ,3790.0,284546695168.0,,7890.0,1906.0,,,,2026-05-20T21:14:23.886045
064850,에프앤가이드,KOSDAQ,064850.KQ,25050.0,285828808704.0,0.99,37000.0,6770.0,,,0.20086001,2026-05-20T21:14:24.306164
217730,강스템바이오텍,KOSDAQ,217730.KQ,3035.0,285454336000.0,,4690.0,1080.0,,,-0.47876,2026-05-20T21:14:24.732019
091580,상신이디피,KOSDAQ,091580.KQ,21200.0,282558234624.0,0.45,31550.0,6850.0,,,0.040560003,2026-05-20T21:14:25.239989
023410,유진기업,KOSDAQ,023410.KQ,3635.0,249138593792.0,4.95,5200.0,3215.0,,,-0.02358,2026-05-20T21:14:25.666246
215000,골프존,KOSDAQ,215000.KQ,44650.0,268127715328.0,8.69,77300.0,44050.0,,,0.02905,2026-05-20T21:14:26.081317
474650,링크솔루션,KOSDAQ,474650.KQ,48750.0,271977807872.0,,93300.0,16630.0,,,-0.61817,2026-05-20T21:14:26.494009
338840,와이바이오로직스,KOSDAQ,338840.KQ,18210.0,272224583680.0,,38000.0,8710.0,,,-1.8178799,2026-05-20T21:14:27.011360
036800,나이스정보통신,KOSDAQ,036800.KQ,27950.0,244169801728.0,3.82,36350.0,19590.0,,,0.109840006,2026-05-20T21:14:27.530617
093520,매커스,KOSDAQ,093520.KQ,23450.0,197658476544.0,,33850.0,11620.0,,,,2026-05-20T21:14:27.940927
352480,씨앤씨인터내셔널,KOSDAQ,352480.KQ,20450.0,204440780800.0,3.19,49550.0,20150.0,,,0.051,2026-05-20T21:14:28.363415
098120,마이크로컨텍솔,KOSDAQ,098120.KQ,33450.0,278062039040.0,,40550.0,14260.0,,,,2026-05-20T21:14:28.784622
035600,KG이니시스,KOSDAQ,035600.KQ,10070.0,268048171008.0,5.81,13070.0,8660.0,,,0.07644,2026-05-20T21:14:29.212507
108860,셀바스AI,KOSDAQ,108860.KQ,10300.0,277217050624.0,,17580.0,9330.0,,,-0.016619999,2026-05-20T21:14:29.627598
451760,컨텍,KOSDAQ,451760.KQ,17300.0,255252774912.0,,26350.0,7500.0,,,-0.0561,2026-05-20T21:14:30.076379
058970,엠로,KOSDAQ,058970.KQ,22300.0,275338952704.0,,60600.0,21650.0,,,0.027460001,2026-05-20T21:14:30.601739
054950,제이브이엠,KOSDAQ,054950.KQ,22800.0,262609666048.0,2.78,34500.0,22650.0,,,0.12997,2026-05-20T21:14:31.111710
389020,자람테크놀로지,KOSDAQ,389020.KQ,39900.0,247289380864.0,,64900.0,30300.0,,,,2026-05-20T21:14:31.524100
418420,라온텍,KOSDAQ,418420.KQ,8950.0,270835302400.0,,12500.0,2875.0,,,-0.39935002,2026-05-20T21:14:32.047840
051360,토비스,KOSDAQ,051360.KQ,18370.0,274040782848.0,1.88,20100.0,13610.0,,,0.17854,2026-05-20T21:14:32.459468
060720,KH바텍,KOSDAQ,060720.KQ,11570.0,254973198336.0,,19960.0,9280.0,,,,2026-05-20T21:14:32.876669
472850,폰드그룹,KOSDAQ,472850.KQ,4725.0,271988457472.0,3.32,7549.8193,3887.2583,,,0.17424999,2026-05-20T21:14:33.285879
321550,티움바이오,KOSDAQ,321550.KQ,9050.0,245661417472.0,,13700.0,4400.0,,,-0.33111,2026-05-20T21:14:33.707352
049630,재영솔루텍,KOSDAQ,049630.KQ,11620.0,236564185088.0,,40500.0,3560.0,,,0.12358,2026-05-20T21:14:34.132845
0015G0,그린광학,KOSDAQ,0015G0.KQ,23100.0,270328692736.0,,55000.0,13870.0,,,0.04249,2026-05-20T21:14:34.548126
309710,아이티켐,KOSDAQ,309710.KQ,21000.0,258194702336.0,,55200.0,17470.0,,,-0.24992001,2026-05-20T21:14:34.985216
382800,지앤비에스 에코,KOSDAQ,382800.KQ,8400.0,267380736000.0,1.38,10150.0,2550.0,,,0.12856,2026-05-20T21:14:35.399342
439090,마녀공장,KOSDAQ,439090.KQ,16220.0,265655369728.0,,20850.0,11060.0,,,0.07718,2026-05-20T21:14:35.816831
067390,아스트,KOSDAQ,067390.KQ,640.0,257935474688.0,,1039.0,504.0,,,-0.02931,2026-05-20T21:14:36.247698
182400,엔케이젠바이오텍코리아,KOSDAQ,182400.KQ,0.0,0.0,,47980.996,2020.0,,,,2026-05-20T21:14:36.759160
023760,한국캐피탈,KOSDAQ,023760.KQ,835.0,261263622144.0,,1250.0,618.0,,,,2026-05-20T21:14:37.178874
100120,뷰웍스,KOSDAQ,100120.KQ,29300.0,262862340096.0,2.24,34900.0,18010.0,,,0.08615,2026-05-20T21:14:37.598680
416180,신성에스티,KOSDAQ,416180.KQ,29050.0,258085601280.0,0.66,52500.0,28000.0,,,0.0053600003,2026-05-20T21:14:38.011412
267980,매일유업,KOSDAQ,267980.KQ,34150.0,249910083584.0,3.71,41650.0,33450.0,,,,2026-05-20T21:14:38.426734
272110,케이엔제이,KOSDAQ,272110.KQ,32550.0,254890557440.0,,44600.0,15300.0,,,0.30707002,2026-05-20T21:14:38.849189
402490,그린리소스,KOSDAQ,402490.KQ,15500.0,256662765568.0,,24850.0,6480.0,,,0.15774,2026-05-20T21:14:39.372087
125020,티씨머티리얼즈,KOSDAQ,125020.KQ,7410.0,253616881664.0,,9490.0,2990.0,,,0.02485,2026-05-20T21:14:39.788815
043370,피에이치에이,KOSDAQ,043370.KQ,12360.0,241430495232.0,3.17,15600.0,9870.0,,,0.05626,2026-05-20T21:14:40.200835
064550,바이오니아,KOSDAQ,064550.KQ,10050.0,259393437696.0,,17950.0,9050.0,,,,2026-05-20T21:14:40.622129
094480,갤럭시아머니트리,KOSDAQ,094480.KQ,6610.0,259309240320.0,,15880.0,6500.0,,,,2026-05-20T21:14:41.051476
115450,HLB테라퓨틱스,KOSDAQ,115450.KQ,2925.0,257852702720.0,,9857.143,2404.762,,,-0.05435,2026-05-20T21:14:41.471196
095500,미래나노텍,KOSDAQ,095500.KQ,8350.0,236909412352.0,,14160.0,7050.0,,,,2026-05-20T21:14:41.904336
052710,아모텍,KOSDAQ,052710.KQ,17690.0,258495938560.0,,29450.0,7680.0,,,,2026-05-20T21:14:42.330205
900290,GRT,KOSDAQ,900290.KQ,3145.0,262638927872.0,2.08,7490.0,2640.0,,,0.09466,2026-05-20T21:14:42.753232
357550,석경에이티,KOSDAQ,357550.KQ,47150.0,256186220544.0,,75300.0,42300.0,,,0.09054,2026-05-20T21:14:43.174128
121800,비덴트,KOSDAQ,121800.KQ,0.0,0.0,,3320.0,3320.0,,,,2026-05-20T21:14:43.592340
432720,퀄리타스반도체,KOSDAQ,432720.KQ,17860.0,251694055424.0,,32150.0,10190.0,,,-0.53091997,2026-05-20T21:14:44.012354
377460,큐에이드,KOSDAQ,377460.KQ,0.0,0.0,,16466.377,1691.0,,,,2026-05-20T21:14:44.429422
099440,스맥,KOSDAQ,099440.KQ,3695.0,241229889536.0,,8340.0,1993.0,,,-0.18929,2026-05-20T21:14:44.917174
419530,SAMG엔터,KOSDAQ,419530.KQ,25100.0,228107173888.0,,99400.0,24800.0,,,0.51932,2026-05-20T21:14:45.355330
051370,인터플렉스,KOSDAQ,051370.KQ,10690.0,249370673152.0,,14670.0,7940.0,,,0.10949001,2026-05-20T21:14:45.779695
101360,에코앤드림,KOSDAQ,101360.KQ,14020.0,246017998848.0,,26900.0,13890.0,,,-0.0395,2026-05-20T21:14:46.194777
0088M0,메쥬,KOSDAQ,0088M0.KQ,25000.0,242943754240.0,,73500.0,23100.0,,,,2026-05-20T21:14:46.605291
017890,한국알콜,KOSDAQ,017890.KQ,11610.0,235083235328.0,0.92,14570.0,8840.0,,,0.0654,2026-05-20T21:14:47.024860
251370,와이엠티,KOSDAQ,251370.KQ,13660.0,236768444416.0,,23500.0,8710.0,,,0.00708,2026-05-20T21:14:47.441674
019010,베뉴지,KOSDAQ,019010.KQ,5080.0,204215992320.0,,7300.0,2190.0,,,,2026-05-20T21:14:47.851131
950170,JTC,KOSDAQ,950170.KQ,4720.0,230209110016.0,,7520.0,3350.0,,,0.43617,2026-05-20T21:14:48.270922
294570,쿠콘,KOSDAQ,294570.KQ,24200.0,243160334336.0,1.18,51400.0,19770.0,,,0.04382,2026-05-20T21:14:48.691025
290690,소룩스,KOSDAQ,290690.KQ,4950.0,241309646848.0,,7170.0,2700.0,,,-0.09118,2026-05-20T21:14:49.217575
322310,오로스테크놀로지,KOSDAQ,322310.KQ,25800.0,238222802944.0,,52000.0,18390.0,,,-0.097550005,2026-05-20T21:14:49.627323
011560,세보엠이씨,KOSDAQ,011560.KQ,23300.0,239171518464.0,2.55,24500.0,9850.0,,,0.13865,2026-05-20T21:14:50.148154
092070,디엔에프,KOSDAQ,092070.KQ,20800.0,233573761024.0,,26000.0,10270.0,,,,2026-05-20T21:14:50.559281
138360,앤로보틱스,KOSDAQ,138360.KQ,3120.0,162042707968.0,,4980.0,664.0,,,-0.04605,2026-05-20T21:14:50.987663
206640,바디텍메드,KOSDAQ,206640.KQ,10950.0,234781212672.0,1.34,17280.0,10370.0,,,0.10222,2026-05-20T21:14:51.406543
190510,나무가,KOSDAQ,190510.KQ,16990.0,242729500672.0,,28600.0,12450.0,,,,2026-05-20T21:14:51.826976
012210,삼미금속,KOSDAQ,012210.KQ,10750.0,212490715136.0,,20850.0,3330.0,,,0.0469,2026-05-20T21:14:52.244469
067080,대화제약,KOSDAQ,067080.KQ,12800.0,224213123072.0,1.17,24900.0,12590.0,,,0.02997,2026-05-20T21:14:52.653371
353810,이지바이오,KOSDAQ,353810.KQ,7200.0,238189821952.0,,8560.0,4885.0,,,,2026-05-20T21:14:53.072205
036030,케이티알파,KOSDAQ,036030.KQ,4850.0,237742833664.0,5.65,6100.0,4010.0,,,0.07841,2026-05-20T21:14:53.496513
018000,유니슨,KOSDAQ,018000.KQ,949.0,210406752256.0,,2085.0,908.0,,,-0.24283001,2026-05-20T21:14:53.913722
0007C0,아크릴,KOSDAQ,0007C0.KQ,29400.0,234621517824.0,,77000.0,24750.0,,,-0.14388,2026-05-20T21:14:54.445544
138610,나이벡,KOSDAQ,138610.KQ,20750.0,234640834560.0,,54300.0,20000.0,,,0.11894,2026-05-20T21:14:54.963516
461300,아이스크림미디어,KOSDAQ,461300.KQ,17700.0,223798165504.0,12.68,27550.0,14130.0,,,0.25364,2026-05-20T21:14:55.474046
054450,텔레칩스,KOSDAQ,054450.KQ,15470.0,228357242880.0,0.41,18450.0,10970.0,,,-0.35758,2026-05-20T21:14:55.891094
078070,유비쿼스홀딩스,KOSDAQ,078070.KQ,13280.0,219291500544.0,,21550.0,9250.0,,,,2026-05-20T21:14:56.319306
314130,지놈앤컴퍼니,KOSDAQ,314130.KQ,6430.0,231049838592.0,,10180.0,2440.0,,,-0.07196,2026-05-20T21:14:56.735719
255220,SG,KOSDAQ,255220.KQ,2115.0,186283245568.0,,3630.0,1950.0,,,-0.025980001,2026-05-20T21:14:57.249968
119610,인터로조,KOSDAQ,119610.KQ,20300.0,231699070976.0,3.39,23100.0,14870.0,,,0.07912,2026-05-20T21:14:57.663111
045390,대아티아이,KOSDAQ,045390.KQ,3280.0,231152680960.0,,6150.0,3200.0,,,,2026-05-20T21:14:58.075054
484810,티엑스알로보틱스,KOSDAQ,484810.KQ,14960.0,231145684992.0,,26500.0,10960.0,,,0.13915,2026-05-20T21:14:58.494062
226590,엠디바이스,KOSDAQ,226590.KQ,21450.0,228030316544.0,,38000.0,9090.0,,,0.28851998,2026-05-20T21:14:58.913848
211270,AP위성,KOSDAQ,211270.KQ,15190.0,216201707520.0,,22400.0,10500.0,,,-0.026500002,2026-05-20T21:14:59.338933
005710,대원산업,KOSDAQ,005710.KQ,11410.0,228629020672.0,2.11,18930.0,8660.0,,,0.14015001,2026-05-20T21:14:59.856193
123860,아나패스,KOSDAQ,123860.KQ,18850.0,228526374912.0,1.3,21200.0,13900.0,,,0.03665,2026-05-20T21:15:00.380936
307180,아이엘,KOSDAQ,307180.KQ,6580.0,242705530880.0,,9800.0,2400.0,,,,2026-05-20T21:15:00.802952
361390,제노코,KOSDAQ,361390.KQ,23450.0,206378500096.0,,36900.0,13920.0,,,-0.04926,2026-05-20T21:15:01.219452
488280,에스투더블유,KOSDAQ,488280.KQ,21100.0,223405867008.0,,40000.0,13670.0,,,-0.37234002,2026-05-20T21:15:01.643449
068930,디지털대성,KOSDAQ,068930.KQ,8230.0,210487410688.0,6.1,9180.0,6760.0,,,0.15454,2026-05-20T21:15:02.159663
288180,케이피항공산업,KOSDAQ,288180.KQ,30700.0,,,46500.0,30700.0,,,0.0942,2026-05-20T21:15:02.581556
013120,동원개발,KOSDAQ,013120.KQ,2490.0,218377519104.0,3.55,3620.0,2335.0,,,0.11241999,2026-05-20T21:15:02.999214
053300,한국정보인증,KOSDAQ,053300.KQ,5310.0,212158267392.0,3.57,10700.0,5280.0,,,0.116560005,2026-05-20T21:15:03.528615
094820,일진파워,KOSDAQ,094820.KQ,14850.0,220301197312.0,,24500.0,8970.0,,,,2026-05-20T21:15:03.952369
382900,범한퓨얼셀,KOSDAQ,382900.KQ,25450.0,218424623104.0,,44200.0,15550.0,,,,2026-05-20T21:15:04.471578
061090,세나테크놀로지,KOSDAQ,061090.KQ,39800.0,221975511040.0,,176400.0,33950.0,,,0.110419996,2026-05-20T21:15:04.889534
372170,윤성에프앤씨,KOSDAQ,372170.KQ,27750.0,221418586112.0,0.28,43900.0,25500.0,,,-0.10232,2026-05-20T21:15:05.305997
126600,BGF에코머티리얼즈,KOSDAQ,126600.KQ,3525.0,218282803200.0,1.38,6520.0,2650.0,,,0.02004,2026-05-20T21:15:05.732030
304100,솔트룩스,KOSDAQ,304100.KQ,17550.0,221022158848.0,,58900.0,17240.0,,,-0.15996,2026-05-20T21:15:06.154526
176750,듀켐바이오,KOSDAQ,176750.KQ,7730.0,219104624640.0,,12770.0,7060.0,,,0.14048,2026-05-20T21:15:06.575110
126700,하이비젼시스템,KOSDAQ,126700.KQ,14720.0,188521086976.0,0.52,21500.0,14110.0,,,-0.08384,2026-05-20T21:15:06.996999
034810,해성산업,KOSDAQ,034810.KQ,6940.0,205658914816.0,3.52,9090.0,6430.0,,,0.02508,2026-05-20T21:15:07.412334
086820,바이오솔루션,KOSDAQ,086820.KQ,8450.0,203905712128.0,,13450.0,7130.0,,,-0.025339998,2026-05-20T21:15:07.831976
256840,한국비엔씨,KOSDAQ,256840.KQ,3200.0,218863648768.0,2.14,6310.0,3065.0,,,0.0086,2026-05-20T21:15:08.238003
487580,폴레드,KOSDAQ,487580.KQ,8690.0,218839056384.0,,26000.0,7850.0,,,0.26386,2026-05-20T21:15:08.759515
122990,와이솔,KOSDAQ,122990.KQ,8140.0,217121308672.0,6.08,9340.0,5370.0,,,-0.12833999,2026-05-20T21:15:09.180154
108380,대양전기공업,KOSDAQ,108380.KQ,22650.0,210356174848.0,,36650.0,20000.0,,,,2026-05-20T21:15:09.602481
083310,엘오티베큠,KOSDAQ,083310.KQ,12160.0,189866639360.0,,17940.0,8660.0,,,,2026-05-20T21:15:10.120542
209640,와이제이링크,KOSDAQ,209640.KQ,7610.0,216452333568.0,,10350.0,2390.0,,,-0.04063,2026-05-20T21:15:10.536440
481070,에이유브랜즈,KOSDAQ,481070.KQ,15100.0,213816000512.0,,28700.0,13370.0,,,0.16792,2026-05-20T21:15:10.959586
214180,헥토이노베이션,KOSDAQ,214180.KQ,16540.0,208559996928.0,2.9,25700.0,12760.0,,,0.10677,2026-05-20T21:15:11.387637
159010,아스플로,KOSDAQ,159010.KQ,16100.0,208089120768.0,,17380.0,3415.0,,,-0.19668,2026-05-20T21:15:11.803453
484120,도우인시스,KOSDAQ,484120.KQ,19560.0,210407358464.0,,59000.0,17760.0,,,0.00338,2026-05-20T21:15:12.223241
065710,서호전기,KOSDAQ,065710.KQ,41600.0,187991818240.0,19.83,59900.0,33800.0,,,0.24032,2026-05-20T21:15:12.650113
457550,우진엔텍,KOSDAQ,457550.KQ,22950.0,212777222144.0,0.68,42000.0,18500.0,,,0.10778,2026-05-20T21:15:13.071808
042600,새로닉스,KOSDAQ,042600.KQ,17190.0,210260672512.0,,23200.0,6540.0,,,-0.28921,2026-05-20T21:15:13.486331
474170,루미르,KOSDAQ,474170.KQ,11980.0,212377796608.0,,22650.0,7130.0,,,0.00075,2026-05-20T21:15:13.907746
237880,클리오,KOSDAQ,237880.KQ,11790.0,206615314432.0,2.07,17150.0,10810.0,,,0.0557,2026-05-20T21:15:14.425808
405100,큐알티,KOSDAQ,405100.KQ,17230.0,201288925184.0,2.7,24200.0,11750.0,,,0.03222,2026-05-20T21:15:14.947210
464080,에스오에스랩,KOSDAQ,464080.KQ,11740.0,207584690176.0,,28700.0,8930.0,,,-0.60601,2026-05-20T21:15:15.459656
357880,SKAI,KOSDAQ,357880.KQ,4035.0,143388622848.0,,6160.0,1413.0,,,-1.22244,2026-05-20T21:15:15.881992
102120,어보브반도체,KOSDAQ,102120.KQ,11790.0,195155099648.0,,16850.0,9810.0,,,,2026-05-20T21:15:16.297429
264850,이랜시스,KOSDAQ,264850.KQ,6900.0,209032822784.0,0.73,9530.0,4220.0,,,0.08007,2026-05-20T21:15:16.720965
052330,코텍,KOSDAQ,052330.KQ,11700.0,154080067584.0,2.48,14500.0,8430.0,,,0.13459,2026-05-20T21:15:17.129228
024060,흥구석유,KOSDAQ,024060.KQ,13850.0,201390309376.0,,36200.0,10400.0,,,,2026-05-20T21:15:17.545080
036710,심텍홀딩스,KOSDAQ,036710.KQ,3925.0,199446134784.0,0.25,6080.0,1391.0,,,-0.46305,2026-05-20T21:15:17.964424
446540,메가터치,KOSDAQ,446540.KQ,7960.0,231469727744.0,,8720.0,3245.0,,,-0.053179998,2026-05-20T21:15:18.376209
380540,옵티코어,KOSDAQ,380540.KQ,4225.0,204630867968.0,,5550.0,1247.0,,,-1.2009101,2026-05-20T21:15:18.891526
039840,디오,KOSDAQ,039840.KQ,15370.0,197848252416.0,,20100.0,15050.0,,,-0.0068900003,2026-05-20T21:15:19.313621
388050,지투파워,KOSDAQ,388050.KQ,10910.0,204119949312.0,,18460.0,7460.0,,,,2026-05-20T21:15:19.830426
058820,CMG제약,KOSDAQ,058820.KQ,1379.0,203874353152.0,,2320.0,1362.0,,,-0.05153,2026-05-20T21:15:20.242536
221800,지구홀딩스,KOSDAQ,221800.KQ,12540.0,204638388224.0,0.83,32800.0,2900.0,,,-0.0428,2026-05-20T21:15:20.651946
187790,나노,KOSDAQ,187790.KQ,6600.0,202411180032.0,,7260.0,936.0,,,0.13746001,2026-05-20T21:15:21.077710
199430,케이엔알시스템,KOSDAQ,199430.KQ,18240.0,198409486336.0,,45300.0,6440.0,,,-0.33152,2026-05-20T21:15:21.493361
216080,제테마,KOSDAQ,216080.KQ,5450.0,195428941824.0,,11280.0,5350.0,,,-0.108009994,2026-05-20T21:15:21.918156
194480,데브시스터즈,KOSDAQ,194480.KQ,16750.0,183659970560.0,,58200.0,16700.0,,,0.06463,2026-05-20T21:15:22.439466
036560,KZ정밀,KOSDAQ,036560.KQ,12870.0,202702503936.0,,19130.0,11460.0,,,,2026-05-20T21:15:22.951184
462860,더즌,KOSDAQ,462860.KQ,2795.0,200438972416.0,1.38,6800.0,2400.0,,,0.18683,2026-05-20T21:15:23.368271
402030,코난테크놀로지,KOSDAQ,402030.KQ,16020.0,184510152704.0,,47000.0,15800.0,,,,2026-05-20T21:15:23.792239
458650,성우,KOSDAQ,458650.KQ,13320.0,200408317952.0,1.52,15440.0,9500.0,,,0.02191,2026-05-20T21:15:24.205049
489500,엘케이켐,KOSDAQ,489500.KQ,31300.0,196503158784.0,,59500.0,16410.0,,,0.092,2026-05-20T21:15:24.641310
121440,골프존홀딩스,KOSDAQ,121440.KQ,4650.0,179605061632.0,,6640.0,4375.0,,,,2026-05-20T21:15:25.048038
260970,에스앤디,KOSDAQ,260970.KQ,68500.0,198153650176.0,2.53,149800.0,49550.0,,,0.26712,2026-05-20T21:15:25.474438
024840,KBI메탈,KOSDAQ,024840.KQ,5300.0,184641830912.0,,11760.0,1620.0,,,0.01013,2026-05-20T21:15:25.890778
264450,유비쿼스,KOSDAQ,264450.KQ,13450.0,197250875392.0,3.41,19000.0,7300.0,,,0.12913999,2026-05-20T21:15:26.405337
950140,잉글우드랩,KOSDAQ,950140.KQ,9910.0,196890558464.0,1.92,16910.0,9890.0,,,0.16088,2026-05-20T21:15:26.920367
452450,피아이이,KOSDAQ,452450.KQ,5420.0,194461466624.0,,11350.0,4700.0,,,-0.45503,2026-05-20T21:15:27.342382
071200,인피니트헬스케어,KOSDAQ,071200.KQ,7990.0,194767847424.0,,9180.0,5250.0,,,,2026-05-20T21:15:27.759531
083930,아바코,KOSDAQ,083930.KQ,13280.0,183579557888.0,,17500.0,11900.0,,,,2026-05-20T21:15:28.179786
039860,나노엔텍,KOSDAQ,039860.KQ,5110.0,164082515968.0,,9390.0,3015.0,,,0.01916,2026-05-20T21:15:28.694648
166480,코아스템켐온,KOSDAQ,166480.KQ,3665.0,102969368576.0,,5090.0,1014.0,,,-0.51717997,2026-05-20T21:15:29.115033
417010,나노팀,KOSDAQ,417010.KQ,9590.0,193456455680.0,,15250.0,4230.0,,,0.02132,2026-05-20T21:15:29.537813
285490,노바텍,KOSDAQ,285490.KQ,18280.0,170834280448.0,15.19,31900.0,16440.0,,,0.10597,2026-05-20T21:15:29.967746
118990,모트렉스,KOSDAQ,118990.KQ,7830.0,190892212224.0,,11570.0,7060.0,,,0.04461,2026-05-20T21:15:30.380758
036190,금화피에스시,KOSDAQ,036190.KQ,32000.0,188985278464.0,4.86,42500.0,26700.0,,,0.08201,2026-05-20T21:15:30.786714
270660,에브리봇,KOSDAQ,270660.KQ,15090.0,185730760704.0,,31900.0,15000.0,,,-0.19652,2026-05-20T21:15:31.208152
380550,뉴로핏,KOSDAQ,380550.KQ,15820.0,191292833792.0,,36700.0,10150.0,,,,2026-05-20T21:15:31.724241
308080,바이젠셀,KOSDAQ,308080.KQ,9320.0,190585618432.0,,17360.0,2765.0,,,-0.20231001,2026-05-20T21:15:32.232520
293580,나우IB,KOSDAQ,293580.KQ,2010.0,190809210880.0,1.04,3350.0,1092.0,,,0.03133,2026-05-20T21:15:32.649933
