종목코드,회사명,시장구분,연도,fs_div,revenue,operating_income,net_income,total_assets,total_liabilities,total_equity,cfo,cfi,cff
003280,흥아해운,KOSPI,2025,CFS,180812754057.0,11275759234.0,30324384354.0,452822023717.0,192913139530.0,259908884187.0,,,
001530,DI동일,KOSPI,2021,CFS,813085258056.0,48592979653.0,46334631668.0,993144117431.0,419638627677.0,573505489754.0,,,
001530,DI동일,KOSPI,2022,CFS,913722865510.0,44754402506.0,57491368300.0,1000282518406.0,381086723056.0,619195795350.0,,,
001530,DI동일,KOSPI,2023,CFS,682872127202.0,6304538045.0,5995805541.0,975653234729.0,370119040311.0,605534194418.0,,,
001530,DI동일,KOSPI,2024,CFS,651725598894.0,7810548526.0,2502884010.0,1013743449745.0,449411248598.0,564332201147.0,,,
001530,DI동일,KOSPI,2025,CFS,601351665454.0,-1544756113.0,-9968597538.0,1024755857460.0,504274251329.0,520481606131.0,,,
453340,현대그린푸드,KOSPI,2023,CFS,1826998311000.0,64841641000.0,39327155000.0,880317203000.0,251806216000.0,628510987000.0,,,
453340,현대그린푸드,KOSPI,2024,CFS,2270420052000.0,96676372000.0,74463529000.0,955626273000.0,285404788000.0,670221485000.0,,,
453340,현대그린푸드,KOSPI,2025,CFS,2329622621000.0,106794924000.0,87737987000.0,1029573353000.0,300054314000.0,729519039000.0,,,
039130,하나투어,KOSPI,2021,CFS,40258281909.0,-127293510463.0,-70446259772.0,430595584721.0,372839457346.0,57756127375.0,,,
039130,하나투어,KOSPI,2022,CFS,114969462998.0,-101184086176.0,-64572425272.0,455429440460.0,355727792522.0,99701647938.0,,,
039130,하나투어,KOSPI,2023,CFS,411611609463.0,34047986427.0,59056762065.0,644596377665.0,485292298418.0,159304079247.0,,,
039130,하나투어,KOSPI,2024,CFS,616606993658.0,50919001973.0,99079352536.0,668789503298.0,488252515727.0,180536987571.0,,,
039130,하나투어,KOSPI,2025,CFS,586902971424.0,57626875763.0,48091672930.0,657531604606.0,490408511927.0,167123092679.0,,,
005810,풍산홀딩스,KOSPI,2021,CFS,487784677999.0,96828238680.0,173751309228.0,1051956003593.0,155681920444.0,896274083149.0,,,
005810,풍산홀딩스,KOSPI,2022,CFS,387671434890.0,80160431979.0,73235786439.0,1142781392226.0,178221821848.0,964559570378.0,,,
005810,풍산홀딩스,KOSPI,2023,CFS,406728730515.0,67837648307.0,83387284452.0,1194251204655.0,170346888480.0,1023904316175.0,,,
005810,풍산홀딩스,KOSPI,2024,CFS,449393916995.0,104749837969.0,99951700285.0,1319133193077.0,203669595007.0,1115463598070.0,,,
005810,풍산홀딩스,KOSPI,2025,CFS,432529869131.0,66801089250.0,74363461619.0,1354305153558.0,181539589876.0,1172765563682.0,,,
002240,고려제강,KOSPI,2021,CFS,1691354877090.0,98526648327.0,133312251875.0,2474272367565.0,836162462939.0,1638109904626.0,,,
002240,고려제강,KOSPI,2022,CFS,2072550223138.0,133503465388.0,92322769549.0,2532768398255.0,805246239566.0,1727522158689.0,,,
002240,고려제강,KOSPI,2023,CFS,1788877688439.0,56316856694.0,64526770048.0,2451280644242.0,656069963664.0,1795210680578.0,,,
002240,고려제강,KOSPI,2024,CFS,1739609163820.0,26107109844.0,32914628918.0,2608977847007.0,681869875402.0,1927107971605.0,,,
002240,고려제강,KOSPI,2025,CFS,1809183329321.0,40722957585.0,4602609973.0,2660051901199.0,698402110438.0,1961649790761.0,,,
460860,동국제강,KOSPI,2023,CFS,2632104129307.0,235489924847.0,142170864518.0,3531787086236.0,1810426229169.0,1721360857067.0,,,
460860,동국제강,KOSPI,2024,CFS,3527525783006.0,102474077764.0,34835234266.0,3194015021446.0,1492183763192.0,1701831258254.0,,,
460860,동국제강,KOSPI,2025,CFS,3203431341223.0,59380409698.0,8231853074.0,4134274429969.0,2249953412630.0,1884321017339.0,,,
452260,한화갤러리아,KOSPI,2023,CFS,434495384619.0,9820592817.0,-30102383936.0,1855072139756.0,1026407580504.0,828664559252.0,,,
452260,한화갤러리아,KOSPI,2024,CFS,538313690512.0,3129155480.0,-18842499769.0,1887829805034.0,1085300116867.0,802529688167.0,,,
452260,한화갤러리아,KOSPI,2025,CFS,575165691122.0,9413650685.0,3312714308.0,2017100396544.0,1192463769251.0,824636627293.0,,,
019170,신풍제약,KOSPI,2021,CFS,189237234928.0,-14306402883.0,-11526010683.0,398349774820.0,38025374676.0,360324400144.0,,,
019170,신풍제약,KOSPI,2022,CFS,209287627763.0,-34018686326.0,-35308829351.0,361536058296.0,30777770605.0,330758287691.0,,,
019170,신풍제약,KOSPI,2023,CFS,200228582505.0,-47392405096.0,-57272531694.0,350083639799.0,79301495101.0,270782144698.0,,,
019170,신풍제약,KOSPI,2024,CFS,221094069689.0,-20455432597.0,-15373463449.0,342092805074.0,84002936786.0,258089868288.0,,,
019170,신풍제약,KOSPI,2025,CFS,234680653227.0,14255167972.0,8389168304.0,352466324389.0,81738685157.0,270727639232.0,,,
011930,신성이엔지,KOSPI,2021,CFS,454523692263.0,2386598711.0,-15861729544.0,476656365404.0,268618296776.0,181520555482.0,,,
011930,신성이엔지,KOSPI,2022,CFS,664143679914.0,21021027961.0,34271583029.0,577555245278.0,366385474629.0,156366391702.0,,,
011930,신성이엔지,KOSPI,2023,CFS,576519652360.0,7357387392.0,15258873765.0,587747541244.0,345149056054.0,242598485190.0,,,
011930,신성이엔지,KOSPI,2024,CFS,582301298381.0,4991741264.0,-13960189121.0,605269638823.0,367722936876.0,237546701947.0,,,
011930,신성이엔지,KOSPI,2025,CFS,567454391304.0,1281312264.0,-8194539332.0,600686182250.0,367371934211.0,233314248039.0,,,
268280,미원에스씨,KOSPI,2021,CFS,531343052748.0,95032118064.0,79903361416.0,438128597593.0,111607730515.0,326520867078.0,,,
268280,미원에스씨,KOSPI,2022,CFS,611649824176.0,80853449953.0,64824227314.0,475733780981.0,96877962047.0,378855818934.0,,,
268280,미원에스씨,KOSPI,2023,CFS,437672918321.0,22527162446.0,18604640644.0,461187881064.0,88131933996.0,373055947068.0,,,
268280,미원에스씨,KOSPI,2024,CFS,509267220489.0,58767118333.0,54566854188.0,512101745784.0,105759888855.0,406341856929.0,,,
268280,미원에스씨,KOSPI,2025,CFS,532122514140.0,65482438995.0,61302751052.0,549237107801.0,100739005312.0,448498102489.0,,,
010820,퍼스텍,KOSPI,2021,CFS,136697477681.0,4334722379.0,3874217894.0,185612511300.0,142208454450.0,43404056850.0,,,
010820,퍼스텍,KOSPI,2022,CFS,160154489954.0,3112927906.0,1794177256.0,211309947551.0,154647754948.0,56662192603.0,,,
010820,퍼스텍,KOSPI,2023,CFS,173103350935.0,2508074315.0,4620136432.0,265075748454.0,202739371695.0,62336376759.0,,,
010820,퍼스텍,KOSPI,2024,CFS,207273257566.0,4348353305.0,10919360117.0,350454400155.0,286784104108.0,63670296047.0,,,
010820,퍼스텍,KOSPI,2025,CFS,294842426804.0,10663228873.0,14726828528.0,403060377892.0,320595354296.0,82465023596.0,,,
020000,한섬,KOSPI,2021,CFS,1387401660671.0,152192853992.0,111523596684.0,1557084757896.0,316664864164.0,,,,
020000,한섬,KOSPI,2022,CFS,1542221683428.0,168315660882.0,120699265831.0,1684715498594.0,348223076669.0,,,,
020000,한섬,KOSPI,2023,CFS,1528640729242.0,100482854275.0,80985208567.0,1724265473784.0,329926345735.0,,,,
020000,한섬,KOSPI,2024,CFS,1485263894672.0,63471661044.0,43314642835.0,1746167657721.0,340068256941.0,1406099400780.0,,,
020000,한섬,KOSPI,2025,CFS,1491764026000.0,52178677000.0,46244859000.0,1734833488000.0,297739393000.0,1437094095000.0,,,
005420,코스모화학,KOSPI,2021,CFS,512614348130.0,30483818557.0,23503161026.0,681344297906.0,378544444235.0,302799853671.0,,,
005420,코스모화학,KOSPI,2022,CFS,718194570102.0,41427923296.0,31471670942.0,807858896061.0,409208860809.0,398650035252.0,,,
005420,코스모화학,KOSPI,2023,CFS,798983652893.0,3005594005.0,-7469918831.0,1091033170883.0,446543561144.0,644489609739.0,,,
005420,코스모화학,KOSPI,2024,CFS,749281395087.0,-2000900280.0,-52284123649.0,1204329599517.0,613616795423.0,590712804094.0,,,
005420,코스모화학,KOSPI,2025,CFS,664155164378.0,-15986153874.0,-30961125757.0,1168366014277.0,584052108436.0,584313905841.0,,,
009900,명신산업,KOSPI,2021,CFS,1107708433619.0,56483430574.0,45336209515.0,719480410348.0,422389631503.0,297090778845.0,,,
009900,명신산업,KOSPI,2022,CFS,1515242090552.0,126853664705.0,85711784999.0,929267254095.0,545467699718.0,383799554377.0,,,
009900,명신산업,KOSPI,2023,CFS,1738905096629.0,208112383711.0,152651612715.0,1044875997928.0,509720440831.0,535155557097.0,,,
009900,명신산업,KOSPI,2024,CFS,1573818204184.0,148119754582.0,129093643417.0,1210314499204.0,512838006337.0,697476492867.0,,,
009900,명신산업,KOSPI,2025,CFS,1619154581776.0,102591824890.0,68334903349.0,1420721058269.0,651835347699.0,768885710570.0,,,
015860,일진홀딩스,KOSPI,2021,CFS,1190071995775.0,38724294545.0,33290727259.0,1611593519855.0,726755398999.0,884838120856.0,,,
015860,일진홀딩스,KOSPI,2022,CFS,1433888289336.0,44921597875.0,28691536536.0,1586114519184.0,678227620427.0,907886898757.0,,,
015860,일진홀딩스,KOSPI,2023,CFS,1471896022592.0,57518695514.0,47891954977.0,1664779334525.0,724215860718.0,940563473807.0,,,
015860,일진홀딩스,KOSPI,2024,CFS,1800024002531.0,72521206741.0,50404281992.0,1967342079451.0,923236339253.0,1044105740198.0,,,
015860,일진홀딩스,KOSPI,2025,CFS,2282724142096.0,145590773490.0,89603639629.0,2344464482276.0,1191742504387.0,1152721977889.0,,,
271940,일진하이솔루스,KOSPI,2021,CFS,117690718877.0,9802681380.0,8963456196.0,343543079609.0,36385115045.0,307157964564.0,,,
271940,일진하이솔루스,KOSPI,2022,CFS,109080826437.0,2772987763.0,7043344617.0,342505450921.0,27786557872.0,314718893049.0,,,
271940,일진하이솔루스,KOSPI,2023,CFS,78740158706.0,-9799275704.0,1409437797.0,338352795709.0,22448808838.0,315903986871.0,,,
271940,일진하이솔루스,KOSPI,2024,CFS,79297672959.0,-9515638086.0,1816544405.0,344277767089.0,26806085878.0,317471681211.0,,,
271940,일진하이솔루스,KOSPI,2025,CFS,81586396146.0,-11204466312.0,-1999171539.0,347965356897.0,32872283224.0,315093073673.0,,,
003300,한일홀딩스,KOSPI,2021,CFS,1767046301007.0,130788787439.0,91582087557.0,3263832353401.0,1333699702388.0,1930132651013.0,,,
003300,한일홀딩스,KOSPI,2022,CFS,,132506014100.0,129293981435.0,3268041346024.0,1220879131264.0,2047162214760.0,,,
003300,한일홀딩스,KOSPI,2023,CFS,2363057189359.0,262027026206.0,180328429043.0,3559790251287.0,1361965047637.0,2197825203650.0,,,
003300,한일홀딩스,KOSPI,2024,CFS,2248742514757.0,279313951093.0,198508013482.0,3709018734699.0,1404784278901.0,2304234455798.0,,,
003300,한일홀딩스,KOSPI,2025,CFS,1930489160379.0,123224218366.0,61940513546.0,3736407092143.0,1386581594916.0,2349825497227.0,,,
008730,율촌화학,KOSPI,2021,CFS,538734197699.0,11020409544.0,8452589713.0,666716497526.0,320650272517.0,346066225009.0,,,
008730,율촌화학,KOSPI,2022,CFS,508944089593.0,-4622788865.0,-4149066546.0,653136152620.0,319324397285.0,333811755335.0,,,
008730,율촌화학,KOSPI,2023,CFS,414490610375.0,-16200386104.0,-19085174206.0,678951066652.0,372689000671.0,306262065981.0,,,
008730,율촌화학,KOSPI,2024,CFS,457078095305.0,-18354577060.0,-8530216577.0,655469570993.0,364539143448.0,290930427545.0,,,
008730,율촌화학,KOSPI,2025,CFS,485382903935.0,8514206208.0,4165013001.0,687562082962.0,395344319586.0,292217763376.0,,,
377740,바이오노트,KOSPI,2022,CFS,479657089813.0,295409547762.0,307797756625.0,1757001765786.0,156849683848.0,1600152081938.0,,,
377740,바이오노트,KOSPI,2023,CFS,90080965589.0,-47041101526.0,-20496527310.0,1592842324191.0,36266411140.0,1556575913051.0,,,
377740,바이오노트,KOSPI,2024,CFS,102780333919.0,12215167998.0,55261403734.0,1697157256602.0,61384157458.0,1635773099144.0,,,
377740,바이오노트,KOSPI,2025,CFS,118323544203.0,16705690020.0,-87497889504.0,1555892006169.0,44645305237.0,1511246700932.0,,,
009410,태영건설,KOSPI,2021,CFS,2751710633294.0,174547312597.0,65427170222.0,3734783195004.0,3025556021618.0,709227173386.0,,,
009410,태영건설,KOSPI,2022,CFS,2605096732189.0,91547554846.0,49070962250.0,4323308266498.0,3582445702772.0,740862563726.0,,,
009410,태영건설,KOSPI,2023,CFS,3352921775830.0,-404531815195.0,-1456960619972.0,4640488559862.0,5080708761456.0,-440220201594.0,,,
009410,태영건설,KOSPI,2024,CFS,2686174110954.0,20642182140.0,66803953317.0,4323923757006.0,3796724785337.0,527198971669.0,,,
009410,태영건설,KOSPI,2025,CFS,2174483568714.0,52789167779.0,95829321273.0,4127053459058.0,3484163079501.0,642890379557.0,,,
003000,부광약품,KOSPI,2021,CFS,182491221467.0,5621880941.0,-2796797665.0,397416583050.0,117355699917.0,280060883133.0,,,
003000,부광약품,KOSPI,2022,CFS,190909364530.0,-230635598.0,-4248677024.0,400929188514.0,129081732482.0,271847456032.0,,,
003000,부광약품,KOSPI,2023,CFS,125928240771.0,-37496760003.0,-34406512167.0,429017049398.0,194752377153.0,234264672245.0,,,
003000,부광약품,KOSPI,2024,CFS,160086870107.0,1617661424.0,-3458761838.0,373180311828.0,129034731764.0,244145580064.0,,,
003000,부광약품,KOSPI,2025,CFS,200714183691.0,14163801286.0,12433079755.0,476294610331.0,135362536191.0,340932074140.0,,,
284740,쿠쿠홈시스,KOSPI,2021,CFS,893242238382.0,178635561823.0,169181833611.0,969414332798.0,269738601569.0,699675731229.0,,,
284740,쿠쿠홈시스,KOSPI,2022,CFS,938072669980.0,119943993497.0,114550883045.0,1016960290726.0,222383617986.0,794576672740.0,,,
284740,쿠쿠홈시스,KOSPI,2023,CFS,954551724190.0,144873008354.0,121298841327.0,1138110386834.0,238828611222.0,899281775612.0,,,
284740,쿠쿠홈시스,KOSPI,2024,CFS,1057208774499.0,164815752780.0,136132676403.0,1381577133923.0,334896272718.0,1046680861205.0,,,
284740,쿠쿠홈시스,KOSPI,2025,CFS,1121342626136.0,169362970577.0,134319541308.0,1580152868881.0,313829152805.0,1266323716076.0,,,
031430,신세계인터내셔날,KOSPI,2021,CFS,1450778572821.0,91971396487.0,82629049731.0,1159127578385.0,439493173788.0,719634404597.0,,,
031430,신세계인터내셔날,KOSPI,2022,CFS,1553877316519.0,115270511523.0,118792238428.0,1278681814634.0,445005786973.0,833676027661.0,,,
031430,신세계인터내셔날,KOSPI,2023,CFS,1354327166187.0,48733428811.0,39649249111.0,1324069585447.0,472354835583.0,851714749864.0,,,
031430,신세계인터내셔날,KOSPI,2024,CFS,1308633993458.0,26839827864.0,32675918483.0,1333123240117.0,486609054388.0,846514185729.0,,,
031430,신세계인터내셔날,KOSPI,2025,CFS,1109969262713.0,-11496780963.0,4119597354.0,1433177710336.0,592689936186.0,840487774150.0,,,
014830,유니드,KOSPI,2021,CFS,1097266460279.0,168338557976.0,182423116307.0,1347710902764.0,354619998629.0,993090904135.0,,,
014830,유니드,KOSPI,2022,CFS,1404902461611.0,147870643696.0,126750418660.0,1489264677517.0,587712511772.0,901552165745.0,,,
014830,유니드,KOSPI,2023,CFS,1133715006136.0,32068843108.0,16264874026.0,1259135784421.0,356024268041.0,903111516380.0,,,
014830,유니드,KOSPI,2024,CFS,1111631182007.0,95444584358.0,76234953850.0,1364801977175.0,352543859657.0,1012258117518.0,,,
014830,유니드,KOSPI,2025,CFS,1338757918765.0,87908807724.0,65259133113.0,1523789829869.0,441902160687.0,1081887669182.0,,,
016610,DB증권,KOSPI,2023,CFS,1206986042160.0,21296499824.0,12526271139.0,10211959858311.0,9038074593682.0,1173885264629.0,,,
016610,DB증권,KOSPI,2024,CFS,1318537932981.0,61858580381.0,52937573718.0,10670641837509.0,9496592720797.0,1174049116712.0,,,
016610,DB증권,KOSPI,2025,CFS,1921987648624.0,116698438500.0,95458788281.0,14264732967843.0,13001159728772.0,1263573239071.0,,,
001200,유진투자증권,KOSPI,2023,CFS,1647662690835.0,27039374857.0,30696475248.0,8699332043240.0,7687427343652.0,1011904699588.0,,,
001200,유진투자증권,KOSPI,2024,CFS,1652599784559.0,58338142158.0,49619329316.0,9646708149349.0,8595331993613.0,1051376155736.0,,,
001200,유진투자증권,KOSPI,2025,CFS,1694075188265.0,84440893235.0,64538264177.0,11049028363321.0,9916557486041.0,1132470877280.0,,,
002030,아세아,KOSPI,2021,CFS,1846503739538.0,228865744338.0,201244923832.0,3115270385402.0,1399054580836.0,1716215804566.0,,,
002030,아세아,KOSPI,2022,CFS,2072300589648.0,232577852131.0,163508810507.0,3182375948080.0,1317598873795.0,1864777074285.0,,,
002030,아세아,KOSPI,2023,CFS,2115887323161.0,240394994935.0,175601384139.0,3272086005881.0,1291990927528.0,1980095078353.0,,,
002030,아세아,KOSPI,2024,CFS,2007423276000.0,172421989000.0,108442511000.0,3334279155000.0,1304355185000.0,2029923970000.0,,,
002030,아세아,KOSPI,2025,CFS,1884464676000.0,111030477000.0,51275842000.0,3319139223000.0,1283391333000.0,2035747890000.0,,,
034310,NICE,KOSPI,2021,CFS,,144268811828.0,101055237965.0,3083783180088.0,1763338211906.0,1320444968182.0,,,
034310,NICE,KOSPI,2022,CFS,,145242618665.0,69015234806.0,3378563521222.0,2058288743565.0,1320274777657.0,,,
034310,NICE,KOSPI,2023,CFS,,96985264990.0,19000281399.0,3484123285552.0,2166601589788.0,1317521695764.0,,,
034310,NICE,KOSPI,2024,CFS,,174263701108.0,100883643521.0,3521880947809.0,2129112538772.0,1392768409037.0,,,
034310,NICE,KOSPI,2025,CFS,3242560195759.0,198097014621.0,76572424408.0,3680345644320.0,2275860432769.0,1404485211551.0,,,
130660,한전산업,KOSPI,2021,CFS,321065449338.0,17515390232.0,8559250123.0,163320479666.0,78116901515.0,85203578151.0,,,
130660,한전산업,KOSPI,2022,CFS,346042225300.0,18651295433.0,16285862704.0,157781435629.0,61835339210.0,95946096419.0,,,
130660,한전산업,KOSPI,2023,CFS,363261295971.0,26038104194.0,15541995837.0,203640941365.0,100167696271.0,103473245094.0,,,
130660,한전산업,KOSPI,2024,CFS,367526889292.0,16143683837.0,11626722115.0,219980917783.0,104361127264.0,115619790519.0,,,
130660,한전산업,KOSPI,2025,CFS,394548141840.0,6574990617.0,4060067783.0,204525534707.0,101464870203.0,103060664504.0,,,
381970,케이카,KOSPI,2021,CFS,1902394224458.0,71108716318.0,46775528905.0,550023979312.0,274551592028.0,275472387284.0,,,
381970,케이카,KOSPI,2022,CFS,2177261973592.0,50047663225.0,30363688765.0,534356690809.0,288535623931.0,245821066878.0,,,
381970,케이카,KOSPI,2023,CFS,2047566232203.0,59013290449.0,28365697237.0,554118292957.0,319202420548.0,234915872409.0,,,
381970,케이카,KOSPI,2024,CFS,2301530094719.0,68109299938.0,43965329854.0,524847598138.0,299060059596.0,225787538542.0,,,
381970,케이카,KOSPI,2025,CFS,2438838573193.0,75973592094.0,50886254374.0,534570098866.0,310631597414.0,223938501452.0,,,
448730,삼성FN리츠,KOSPI,2023,CFS,9278256098.0,5611737396.0,458296429.0,742411662610.0,369140414916.0,373271247694.0,,,
448730,삼성FN리츠,KOSPI,2024,CFS,10190719332.0,5934214718.0,361410363.0,882689580845.0,463239928835.0,419449652010.0,,,
448730,삼성FN리츠,KOSPI,2025,CFS,12236124626.0,7403212797.0,3068333554.0,868078558297.0,461532884850.0,406545673447.0,,,
092790,넥스틸,KOSPI,2023,CFS,619052056916.0,157337247358.0,129580237655.0,642480608085.0,197535613796.0,444944994289.0,,,
092790,넥스틸,KOSPI,2024,CFS,552365337649.0,63204878400.0,34685192319.0,691783323885.0,226851563384.0,464931760501.0,,,
092790,넥스틸,KOSPI,2025,CFS,550992457557.0,39942217349.0,36037763214.0,699321998710.0,235306164892.0,464015833818.0,,,
000070,삼양홀딩스,KOSPI,2021,CFS,3107313000000.0,351700000000.0,274086000000.0,4460589000000.0,2035182000000.0,2425407000000.0,,,
000070,삼양홀딩스,KOSPI,2022,CFS,3316778000000.0,132324000000.0,105849000000.0,4547781000000.0,2024270000000.0,2523511000000.0,,,
000070,삼양홀딩스,KOSPI,2023,CFS,3210853491794.0,94802726814.0,227014034818.0,5136660179005.0,2340123861992.0,2796536317013.0,,,
000070,삼양홀딩스,KOSPI,2024,CFS,3553264096673.0,127538574846.0,89491916474.0,5290507469287.0,2292419017261.0,2998088452026.0,,,
000070,삼양홀딩스,KOSPI,2025,CFS,3348286833611.0,108765726889.0,-298132876106.0,5272055814759.0,2619520717525.0,2652535097234.0,,,
004690,삼천리,KOSPI,2021,CFS,3763315856391.0,69998065700.0,71110071514.0,4245308851227.0,2785181548142.0,1460127303085.0,,,
004690,삼천리,KOSPI,2022,CFS,5789104871674.0,91236419550.0,66728900984.0,5021952466150.0,3482673623260.0,1539278842890.0,,,
004690,삼천리,KOSPI,2023,CFS,5664041261167.0,174490517245.0,145238917827.0,4432766185103.0,2757736685404.0,1675029499699.0,,,
004690,삼천리,KOSPI,2024,CFS,5120527432173.0,114302576748.0,121658500696.0,4518198223654.0,2757654283604.0,1760543940050.0,,,
004690,삼천리,KOSPI,2025,CFS,5275461012669.0,159630890886.0,131326078663.0,4459314886311.0,2576970582316.0,1882344303995.0,,,
145990,삼양사,KOSPI,2021,CFS,2384454000000.0,82553000000.0,56393000000.0,2802047000000.0,1376110000000.0,1425937000000.0,,,
145990,삼양사,KOSPI,2022,CFS,2652439000000.0,82016000000.0,82247000000.0,2949649000000.0,1418659000000.0,1530990000000.0,,,
145990,삼양사,KOSPI,2023,CFS,2651439171359.0,113199757649.0,121996688282.0,3205001054507.0,1492906504328.0,1712094550179.0,,,
145990,삼양사,KOSPI,2024,CFS,2671821461625.0,133523122893.0,136441364604.0,3319926499915.0,1372245218680.0,1947681281235.0,,,
145990,삼양사,KOSPI,2025,CFS,2562499706149.0,111724649074.0,-302363245003.0,3625448840653.0,1840402506721.0,1785046333932.0,,,
027410,BGF,KOSPI,2021,CFS,206770625284.0,11499330314.0,35977028709.0,1981622039251.0,248858644100.0,1732763395151.0,,,
027410,BGF,KOSPI,2022,CFS,434997439995.0,61203792653.0,26176881012.0,1938013970903.0,201490551514.0,1736523419389.0,,,
027410,BGF,KOSPI,2023,CFS,443173612089.0,70546076287.0,69136637008.0,2171266453121.0,270623116664.0,1900643336457.0,,,
027410,BGF,KOSPI,2024,CFS,434085472661.0,55229112297.0,94776625368.0,2300978258450.0,319875641992.0,1981102616458.0,,,
027410,BGF,KOSPI,2025,CFS,469468454559.0,61173853919.0,56415859416.0,2397352251294.0,375062866305.0,2022289384989.0,,,
950210,프레스티지바이오파마,KOSPI,2021,CFS,0.0,-16184385.0,-6506621.0,534660549.0,25845810.0,508814739.0,,,
950210,프레스티지바이오파마,KOSPI,2022,CFS,0.0,-48720091.0,-176051468.0,386583053.0,54047005.0,332536048.0,,,
950210,프레스티지바이오파마,KOSPI,2023,CFS,0.0,-52622071.0,-2162259.0,564899607.0,148815820.0,416083787.0,,,
950210,프레스티지바이오파마,KOSPI,2024,CFS,0.0,-47115233.0,-41348110.0,512323973.0,141245763.0,371078210.0,,,
950210,프레스티지바이오파마,KOSPI,2025,CFS,10215103.0,-48025250.0,2974299.0,549730458.0,174980222.0,374750236.0,,,
004710,한솔테크닉스,KOSPI,2021,CFS,1490620987769.0,-4255870192.0,-9345850145.0,788670352792.0,510394100444.0,278276252348.0,,,
004710,한솔테크닉스,KOSPI,2022,CFS,1647391648302.0,55104959837.0,32627201096.0,1071921900693.0,631895650677.0,440026250016.0,,,
004710,한솔테크닉스,KOSPI,2023,CFS,1302679102712.0,48937418076.0,38973271863.0,954035007249.0,479360236353.0,474674770896.0,,,
004710,한솔테크닉스,KOSPI,2024,CFS,1199483140800.0,33354584118.0,23176851498.0,880015173790.0,367642900986.0,512372272804.0,,,
004710,한솔테크닉스,KOSPI,2025,CFS,1252424760923.0,20415690200.0,554181787.0,996025406733.0,503341439002.0,492683967731.0,,,
0120G0,삼양바이오팜,KOSPI,2025,CFS,28594373504.0,2691177859.0,2236509935.0,339282592997.0,104548880007.0,234733712990.0,,,
015360,INVENI,KOSPI,2021,CFS,1266671294000.0,24030223000.0,26557568000.0,1423002538000.0,889444520000.0,533558018000.0,,,
015360,INVENI,KOSPI,2022,CFS,1471470664000.0,313224000.0,-2469725000.0,1491393801000.0,971855140000.0,519538661000.0,,,
015360,INVENI,KOSPI,2023,CFS,1430505844000.0,57486508000.0,34053372000.0,1358039481000.0,855030228000.0,503009253000.0,,,
015360,INVENI,KOSPI,2024,CFS,1160352396000.0,24270272000.0,28572120000.0,1213830244000.0,737154980000.0,476675264000.0,,,
015360,INVENI,KOSPI,2025,CFS,1327599497000.0,111715072000.0,86715394000.0,1557662126000.0,912265659000.0,645396467000.0,,,
357120,코람코라이프인프라리츠,KOSPI,2021,CFS,40987464527.0,30670201099.0,20249161358.0,987517755678.0,626076691719.0,361441063959.0,,,
357120,코람코라이프인프라리츠,KOSPI,2022,CFS,34376966181.0,23570776691.0,11548987502.0,1279584717882.0,814491383155.0,465093334727.0,,,
357120,코람코라이프인프라리츠,KOSPI,2023,CFS,31480225980.0,18120543978.0,10740823332.0,1260156967376.0,803915401824.0,456241565552.0,,,
357120,코람코라이프인프라리츠,KOSPI,2024,CFS,48494556591.0,35648009165.0,23754780543.0,1279218586238.0,777593394467.0,501625191771.0,,,
357120,코람코라이프인프라리츠,KOSPI,2025,CFS,38554129732.0,24157963679.0,6673467256.0,1288123321802.0,807665888748.0,480457433054.0,,,
072710,농심홀딩스,KOSPI,2021,CFS,641495585628.0,55765471354.0,49163434609.0,1328637732004.0,289723336280.0,1038914395724.0,,,
072710,농심홀딩스,KOSPI,2022,CFS,674579201408.0,52812907521.0,34206190797.0,1389130864097.0,311863433252.0,1077267430845.0,,,
072710,농심홀딩스,KOSPI,2023,CFS,769496371794.0,75309845521.0,67264054937.0,1505059211842.0,380779227828.0,1124279984014.0,,,
072710,농심홀딩스,KOSPI,2024,CFS,798272530395.0,86638898915.0,74850327802.0,1611495229296.0,393969146885.0,1217526082411.0,,,
072710,농심홀딩스,KOSPI,2025,CFS,858816121290.0,81116780194.0,114580782443.0,1836705338851.0,515757843121.0,1320947495730.0,,,
306200,세아제강,KOSPI,2021,CFS,1497360775818.0,131945673869.0,91395255230.0,1228191226404.0,548598491730.0,679592734674.0,,,
306200,세아제강,KOSPI,2022,CFS,1801835090460.0,215165657893.0,159294293117.0,1465129428987.0,636127562772.0,829001866215.0,,,
306200,세아제강,KOSPI,2023,CFS,1860904969919.0,231910194040.0,188833969221.0,1535913844662.0,538663132693.0,997250711969.0,,,
306200,세아제강,KOSPI,2024,CFS,1809432963576.0,202908673849.0,137062259161.0,1823848054024.0,711291494979.0,1112556559045.0,,,
306200,세아제강,KOSPI,2025,CFS,1484796736010.0,49601484490.0,29999162195.0,1828293597693.0,706238327191.0,1122055270502.0,,,
016590,신대양제지,KOSPI,2021,CFS,681565905342.0,54395725480.0,60434795558.0,845951511735.0,219154383689.0,626797128046.0,,,
016590,신대양제지,KOSPI,2022,CFS,676402223828.0,50861766330.0,51281300998.0,884529889834.0,227229978192.0,657299911642.0,,,
016590,신대양제지,KOSPI,2023,CFS,645359891647.0,58513877508.0,51251648060.0,876212192768.0,189456582350.0,686755610418.0,,,
016590,신대양제지,KOSPI,2024,CFS,658502364521.0,29284139868.0,33264061430.0,875922548735.0,183832235420.0,692090313315.0,,,
