종목코드,회사명,시장구분,연도,fs_div,revenue,operating_income,net_income,total_assets,total_liabilities,total_equity,cfo,cfi,cff
322510,제이엘케이,KOSDAQ,2025,CFS,3339486486.0,-13202037178.0,-13606311614.0,74430726861.0,33067864508.0,41362862353.0,,,
215100,로보로보,KOSDAQ,2021,CFS,7619902700.0,-1523724033.0,-1308524134.0,31338599381.0,1027563920.0,30311035461.0,,,
215100,로보로보,KOSDAQ,2022,CFS,11863068045.0,-181933769.0,-350277945.0,31664864323.0,2123500160.0,29541364163.0,,,
215100,로보로보,KOSDAQ,2023,CFS,14261192289.0,220774308.0,1420726608.0,33290238509.0,2266401147.0,31023837362.0,,,
215100,로보로보,KOSDAQ,2024,CFS,13494458497.0,-1535515970.0,-106796442.0,33401057469.0,2351424821.0,31049632648.0,,,
215100,로보로보,KOSDAQ,2025,CFS,13362404287.0,-1959290758.0,-1352049472.0,31911288271.0,2103485860.0,29807802411.0,,,
076610,해성옵틱스,KOSDAQ,2021,CFS,140844995312.0,-7406664854.0,-38071056496.0,99447001519.0,49814350991.0,49632650528.0,,,
076610,해성옵틱스,KOSDAQ,2022,CFS,163806220242.0,-5119277444.0,-17374331464.0,77786630528.0,41260328999.0,36526301529.0,,,
076610,해성옵틱스,KOSDAQ,2023,CFS,121168837228.0,3992341370.0,-2139561015.0,116101303172.0,72680221092.0,43421082080.0,,,
076610,해성옵틱스,KOSDAQ,2024,CFS,108529760932.0,-13393025046.0,-18409383116.0,117251723497.0,97835140688.0,19416582809.0,,,
076610,해성옵틱스,KOSDAQ,2025,CFS,160334996562.0,-6736974833.0,-2803733581.0,145775808637.0,117524974430.0,28250834207.0,,,
389030,지니너스,KOSDAQ,2021,CFS,8134300266.0,-7621219767.0,-9019098036.0,58061631544.0,6155644348.0,51905987196.0,,,
389030,지니너스,KOSDAQ,2022,CFS,10083387356.0,-9676054912.0,-9384985083.0,45829770970.0,2559618253.0,43270152717.0,,,
389030,지니너스,KOSDAQ,2023,CFS,6967191605.0,-10078616482.0,-9684235393.0,40526259504.0,6040833675.0,34485425829.0,,,
389030,지니너스,KOSDAQ,2024,CFS,6455439519.0,-12259520415.0,-12273288856.0,33089010698.0,10851904782.0,22237105916.0,,,
389030,지니너스,KOSDAQ,2025,CFS,10483373195.0,-11671177578.0,-17373136628.0,39349106619.0,30247494170.0,9101612449.0,,,
052260,현대바이오랜드,KOSDAQ,2021,CFS,102801832230.0,10656917749.0,-11686160416.0,172744144498.0,47394338751.0,125349805747.0,,,
052260,현대바이오랜드,KOSDAQ,2022,CFS,99153525127.0,9054708903.0,4764326518.0,176097325723.0,46810705161.0,129286620562.0,,,
052260,현대바이오랜드,KOSDAQ,2023,CFS,101690823732.0,7084856487.0,8056171301.0,184068929551.0,48084933604.0,135983995947.0,,,
052260,현대바이오랜드,KOSDAQ,2024,CFS,119519059197.0,16364543186.0,5703130975.0,194726222347.0,56717857643.0,138008364704.0,,,
052260,현대바이오랜드,KOSDAQ,2025,CFS,130505120709.0,12717191685.0,252622040.0,166870892533.0,30724151736.0,136146740797.0,,,
360070,탑머티리얼,KOSDAQ,2022,CFS,63019955083.0,11772052136.0,10555712706.0,121399594465.0,25065120829.0,96334473636.0,,,
360070,탑머티리얼,KOSDAQ,2023,CFS,122198212216.0,13789507906.0,17572091128.0,203246903281.0,47661067852.0,155585835429.0,,,
360070,탑머티리얼,KOSDAQ,2024,CFS,106078637083.0,-7210322259.0,-8155155442.0,207449925803.0,66250993343.0,141198932460.0,,,
360070,탑머티리얼,KOSDAQ,2025,CFS,23130641417.0,-35202548419.0,-30695078622.0,187522517134.0,78222106639.0,109300410495.0,,,
256940,킵스파마,KOSDAQ,2021,CFS,4260545568.0,-12307014238.0,-16230582025.0,93401248575.0,32514426311.0,60886822264.0,,,
256940,킵스파마,KOSDAQ,2022,CFS,14617273604.0,-8614814503.0,-12040326889.0,85558807150.0,33291305515.0,52267501635.0,,,
256940,킵스파마,KOSDAQ,2023,CFS,92133337144.0,3060265295.0,3462994857.0,117278548525.0,58699350741.0,58579197784.0,,,
256940,킵스파마,KOSDAQ,2024,CFS,127583228842.0,6216644621.0,1611724006.0,165210653627.0,101989703304.0,63220950323.0,,,
256940,킵스파마,KOSDAQ,2025,CFS,170146866389.0,1574636068.0,-10382616490.0,233917145815.0,152414590353.0,81502555462.0,,,
0007J0,인벤테라,KOSDAQ,2025,CFS,0.0,-8604318705.0,-8046662733.0,15418083556.0,1151422268.0,14266661288.0,,,
009780,엠에스씨,KOSDAQ,2021,CFS,162048905307.0,21271230007.0,15388488221.0,184759644868.0,69040862445.0,115718782423.0,,,
009780,엠에스씨,KOSDAQ,2022,CFS,204298999216.0,24682798489.0,18124645500.0,212205758875.0,79058591288.0,133147167587.0,,,
009780,엠에스씨,KOSDAQ,2023,CFS,189048296801.0,23703127840.0,18467404834.0,223374109543.0,73014398093.0,150359711450.0,,,
009780,엠에스씨,KOSDAQ,2024,CFS,189756857111.0,27518337355.0,21763730360.0,259494039611.0,89919374737.0,169574664874.0,,,
009780,엠에스씨,KOSDAQ,2025,CFS,197662693140.0,29653839673.0,23008450071.0,277193366709.0,87984935590.0,189208431119.0,,,
141000,비아트론,KOSDAQ,2021,CFS,79868088602.0,11459871290.0,15543322128.0,189725481385.0,31039262439.0,158686218946.0,,,
141000,비아트론,KOSDAQ,2022,CFS,70975044017.0,13967392089.0,16196611240.0,195453126005.0,26033579708.0,169419546297.0,,,
141000,비아트론,KOSDAQ,2023,CFS,28014037151.0,-1682742208.0,1907296012.0,187549076963.0,21783407942.0,165765669021.0,,,
141000,비아트론,KOSDAQ,2024,CFS,58034681708.0,6757920055.0,13388578269.0,204073839633.0,25867322224.0,178206517409.0,,,
141000,비아트론,KOSDAQ,2025,CFS,65118567077.0,9179576688.0,10423033083.0,203945193583.0,23599191945.0,180346001638.0,,,
033340,좋은사람들,KOSDAQ,2021,CFS,90096812952.0,-12490479416.0,-39785091917.0,82053501646.0,34184436207.0,47869065439.0,,,
033340,좋은사람들,KOSDAQ,2022,CFS,80470105663.0,-4314766827.0,-6233028839.0,73931547023.0,20363762023.0,53567785000.0,,,
033340,좋은사람들,KOSDAQ,2023,CFS,82568061629.0,1288396956.0,2779833091.0,77079138754.0,20773903084.0,56305235670.0,,,
033340,좋은사람들,KOSDAQ,2024,CFS,90184220097.0,1297148979.0,340681081.0,80836869755.0,24223487527.0,56613382228.0,,,
033340,좋은사람들,KOSDAQ,2025,CFS,72599453889.0,-6083580532.0,-13727597471.0,84896797514.0,27544991653.0,57351805861.0,,,
330730,스톤브릿지벤처스,KOSDAQ,2021,CFS,42411460417.0,27485737009.0,22377888079.0,80896612833.0,16976458282.0,63920154551.0,,,
330730,스톤브릿지벤처스,KOSDAQ,2022,CFS,29580726671.0,7785826246.0,7140255522.0,98075908766.0,12225401185.0,85850507581.0,,,
330730,스톤브릿지벤처스,KOSDAQ,2023,CFS,19002056584.0,6440509588.0,6186941884.0,98342622930.0,9521034026.0,88821588904.0,,,
330730,스톤브릿지벤처스,KOSDAQ,2024,CFS,14175207477.0,3373889240.0,2298290131.0,93042247641.0,7152897406.0,85889350235.0,,,
330730,스톤브릿지벤처스,KOSDAQ,2025,CFS,25549170407.0,13461156317.0,11111516329.0,102820526748.0,8971915425.0,93848611323.0,,,
054050,NH농우바이오,KOSDAQ,2021,CFS,132842717112.0,6823572896.0,6953223342.0,311048574941.0,67331820192.0,243716754749.0,,,
054050,NH농우바이오,KOSDAQ,2022,CFS,146301268028.0,11011911336.0,9821132155.0,,,,,,
054050,NH농우바이오,KOSDAQ,2023,CFS,135843611785.0,8944808701.0,10321401300.0,,,,,,
054050,NH농우바이오,KOSDAQ,2024,CFS,144680224580.0,11103130280.0,10908921044.0,343309351669.0,71743947078.0,271565404591.0,,,
054050,NH농우바이오,KOSDAQ,2025,CFS,158789058609.0,13641451850.0,12283185067.0,352924626454.0,74511601720.0,278413024734.0,,,
073560,우리손에프앤지,KOSDAQ,2021,CFS,253842256647.0,37977146616.0,28496842278.0,431990964649.0,193313595059.0,238677369590.0,,,
073560,우리손에프앤지,KOSDAQ,2022,CFS,286864964322.0,28473151761.0,26506935993.0,477209881579.0,215288539162.0,261921342417.0,,,
073560,우리손에프앤지,KOSDAQ,2023,CFS,279274037619.0,4633067463.0,1708959906.0,483903145579.0,224124455946.0,259778689633.0,,,
073560,우리손에프앤지,KOSDAQ,2024,CFS,292662888938.0,27527356502.0,15581205158.0,570463614026.0,240414433817.0,330049180209.0,,,
073560,우리손에프앤지,KOSDAQ,2025,CFS,287050419297.0,32690978363.0,23595090660.0,566150384236.0,219592132141.0,346558252095.0,,,
025950,동신건설,KOSDAQ,2021,CFS,57432513542.0,3081287403.0,-291679086.0,108665697976.0,24451565359.0,84214132617.0,,,
025950,동신건설,KOSDAQ,2022,CFS,50301558593.0,1366400188.0,6068916666.0,113286670980.0,23709113847.0,89577557133.0,,,
025950,동신건설,KOSDAQ,2023,CFS,82743779233.0,6340785950.0,7825488098.0,117893491447.0,21195938366.0,96697553081.0,,,
025950,동신건설,KOSDAQ,2024,CFS,68971328816.0,585892436.0,3001432622.0,112636041341.0,13919787688.0,98716253653.0,,,
025950,동신건설,KOSDAQ,2025,CFS,33382076965.0,-2206114342.0,147365237.0,109902738542.0,12584593102.0,97318145440.0,,,
041590,플래스크,KOSDAQ,2021,CFS,24070561688.0,-4245519518.0,-19903249257.0,104027791940.0,37258859187.0,66768932753.0,,,
041590,플래스크,KOSDAQ,2022,CFS,39672267274.0,-13521038415.0,-25419006408.0,122216670428.0,51899573742.0,70317096686.0,,,
041590,플래스크,KOSDAQ,2023,CFS,22759609054.0,-22962238594.0,-39111886872.0,65851003228.0,34061662318.0,31789340910.0,,,
041590,플래스크,KOSDAQ,2024,CFS,14163976744.0,-11146206670.0,-5605360648.0,50568407133.0,9704805776.0,40863601357.0,,,
041590,플래스크,KOSDAQ,2025,CFS,18005218335.0,-1961789605.0,300410055.0,47079825001.0,5706610981.0,41373214020.0,,,
039980,폴라리스AI,KOSDAQ,2021,CFS,85919851224.0,1468689021.0,996525552.0,92069170255.0,20267140400.0,71802029855.0,,,
039980,폴라리스AI,KOSDAQ,2022,CFS,80853888097.0,-2360088791.0,-2833125729.0,98339776475.0,28578027792.0,69761748683.0,,,
039980,폴라리스AI,KOSDAQ,2023,CFS,59435979925.0,1458860744.0,611301755.0,95541836084.0,22139686817.0,73402149267.0,,,
039980,폴라리스AI,KOSDAQ,2024,CFS,53068929661.0,-1311143643.0,1115089782.0,115959879822.0,20301407746.0,95658472076.0,,,
039980,폴라리스AI,KOSDAQ,2025,CFS,43636226860.0,-4689716221.0,-782993644.0,106953014956.0,11975090572.0,94977924384.0,,,
109740,디에스케이,KOSDAQ,2021,CFS,49791112178.0,-6460371783.0,-3966279304.0,191085893338.0,32994123304.0,158091770034.0,,,
109740,디에스케이,KOSDAQ,2022,CFS,48231988775.0,-13124132223.0,-9618652931.0,193828719857.0,46773467226.0,147055252631.0,,,
109740,디에스케이,KOSDAQ,2023,CFS,71500309073.0,-9707377173.0,3575821124.0,170869627085.0,21340056984.0,149529570101.0,,,
109740,디에스케이,KOSDAQ,2024,CFS,22640427894.0,-19700154271.0,-11421875330.0,166375589033.0,32926880491.0,133448708542.0,,,
109740,디에스케이,KOSDAQ,2025,CFS,43179030300.0,-22721923765.0,-19800098307.0,148678782698.0,32898845776.0,115779936922.0,,,
045970,코아시아,KOSDAQ,2021,CFS,380704248695.0,-13347472838.0,-11049867743.0,407989337418.0,222262329070.0,185727008348.0,,,
045970,코아시아,KOSDAQ,2022,CFS,459701513173.0,-22572658741.0,-30614748386.0,410426152133.0,247266163970.0,163159988163.0,,,
045970,코아시아,KOSDAQ,2023,CFS,377629884303.0,-25491183071.0,-40077871037.0,354942471462.0,215182439320.0,139760032142.0,,,
045970,코아시아,KOSDAQ,2024,CFS,357809975395.0,-39612427225.0,-63461100648.0,383084839324.0,244473205195.0,138611634129.0,,,
045970,코아시아,KOSDAQ,2025,CFS,375129006470.0,-2237980329.0,-19202865906.0,360325583031.0,238572655046.0,121752927985.0,,,
047770,코데즈컴바인,KOSDAQ,2021,CFS,38263528456.0,4267015691.0,6625725682.0,80312633127.0,25680140082.0,54632493045.0,,,
047770,코데즈컴바인,KOSDAQ,2022,CFS,39052752807.0,3858954591.0,7630898367.0,84061411583.0,21798020171.0,62263391412.0,,,
047770,코데즈컴바인,KOSDAQ,2023,CFS,41956462583.0,2930364339.0,3710775113.0,85527451853.0,19553285328.0,65974166525.0,,,
047770,코데즈컴바인,KOSDAQ,2024,CFS,39601345466.0,1059207942.0,1859637040.0,88883574566.0,21049771001.0,67833803565.0,,,
047770,코데즈컴바인,KOSDAQ,2025,CFS,39722870931.0,2416629397.0,4460625723.0,92866096436.0,20571667148.0,72294429288.0,,,
049520,유아이엘,KOSDAQ,2021,CFS,266589411851.0,-6639792463.0,-16412596564.0,210114135035.0,70242581344.0,139871553691.0,,,
049520,유아이엘,KOSDAQ,2022,CFS,332931159910.0,5770126034.0,6831686433.0,209114480951.0,60756627172.0,148357853779.0,,,
049520,유아이엘,KOSDAQ,2023,CFS,332145486183.0,8676527801.0,11315635866.0,227663904891.0,68180325589.0,159483579302.0,,,
049520,유아이엘,KOSDAQ,2024,CFS,424657577159.0,21064136354.0,29799362262.0,280836275563.0,82379523834.0,198456751729.0,,,
049520,유아이엘,KOSDAQ,2025,CFS,412263992426.0,26354275450.0,22493717133.0,289601143202.0,86633721068.0,202967422134.0,,,
029480,광무,KOSDAQ,2021,CFS,18919929734.0,-724747537.0,-758184748.0,104044336098.0,53084090522.0,50960245576.0,,,
029480,광무,KOSDAQ,2022,CFS,78221398794.0,2375618399.0,-7366384107.0,135971736341.0,55875956034.0,80095780307.0,,,
029480,광무,KOSDAQ,2023,CFS,24240060004.0,-2607263511.0,7280899975.0,129676750650.0,15898878531.0,113777872119.0,,,
029480,광무,KOSDAQ,2024,CFS,6526887723.0,-4708785371.0,104172205343.0,282270869425.0,49001163131.0,233269706294.0,,,
029480,광무,KOSDAQ,2025,CFS,7572016042.0,-4228353350.0,-29092745553.0,231440995571.0,15513814009.0,215927181562.0,,,
331920,셀레믹스,KOSDAQ,2021,CFS,8084278965.0,-5979514438.0,-5237888680.0,26897769239.0,3511602261.0,23386166978.0,,,
331920,셀레믹스,KOSDAQ,2022,CFS,8728940013.0,-5733902326.0,-4796931594.0,22211428815.0,3622193431.0,18589235384.0,,,
331920,셀레믹스,KOSDAQ,2023,CFS,6577578379.0,-5770408718.0,-3875651433.0,18118592491.0,2236223171.0,15882369320.0,,,
331920,셀레믹스,KOSDAQ,2024,CFS,6718995008.0,-1903132941.0,12266469564.0,29413958613.0,2229786896.0,27184171717.0,,,
331920,셀레믹스,KOSDAQ,2025,CFS,5767635388.0,-3324045675.0,-4036458382.0,24410576650.0,1392236187.0,23018340463.0,,,
226400,오스테오닉,KOSDAQ,2021,CFS,15597796412.0,579411976.0,-2851720328.0,64170418083.0,28638524478.0,35531893605.0,,,
226400,오스테오닉,KOSDAQ,2022,CFS,19838547123.0,2526176814.0,835529711.0,61525196561.0,25024677636.0,36500518925.0,,,
226400,오스테오닉,KOSDAQ,2023,CFS,27798503886.0,4842541601.0,3632897461.0,71739369303.0,19862481390.0,51876887913.0,,,
226400,오스테오닉,KOSDAQ,2024,CFS,34234509043.0,6885710035.0,5649607026.0,89920353491.0,30595885707.0,59324467784.0,,,
226400,오스테오닉,KOSDAQ,2025,CFS,45393099435.0,8863962789.0,7498732160.0,100428294354.0,32851121650.0,67577172704.0,,,
309960,LB인베스트먼트,KOSDAQ,2023,CFS,27582188617.0,8463269974.0,6421973511.0,127020026761.0,11578139740.0,115441887021.0,,,
309960,LB인베스트먼트,KOSDAQ,2024,CFS,30257378187.0,10852356019.0,8577972938.0,129653934395.0,10619625110.0,119034309285.0,,,
309960,LB인베스트먼트,KOSDAQ,2025,CFS,26415002944.0,9665347388.0,12433318960.0,135722128514.0,8759140500.0,126962988014.0,,,
109610,에스와이,KOSDAQ,2021,CFS,424097800251.0,14110179718.0,9018442236.0,387417048516.0,204702063885.0,182714984631.0,,,
109610,에스와이,KOSDAQ,2022,CFS,537202459035.0,14015573975.0,8047906301.0,418424784060.0,229220220205.0,189204563855.0,,,
109610,에스와이,KOSDAQ,2023,CFS,553670148803.0,13557446896.0,-9536409950.0,426428346480.0,230686364567.0,195741981913.0,,,
109610,에스와이,KOSDAQ,2024,CFS,561008736665.0,21934910618.0,6321297109.0,433380564425.0,237505470307.0,195875094118.0,,,
109610,에스와이,KOSDAQ,2025,CFS,501552720795.0,-6626642816.0,-15865691092.0,477069152693.0,230080617055.0,246988535638.0,,,
038540,상상인,KOSDAQ,2021,CFS,569033843506.0,132130238376.0,102255771542.0,5745403479122.0,4943807816111.0,801595663011.0,,,
038540,상상인,KOSDAQ,2022,CFS,764621201141.0,64850625855.0,42250752817.0,6302067305088.0,5452931988622.0,849135316466.0,,,
038540,상상인,KOSDAQ,2023,CFS,936962706826.0,-64717139541.0,-62168774849.0,6714393955109.0,5916512387476.0,797881567633.0,,,
038540,상상인,KOSDAQ,2024,CFS,870250386459.0,-214829324595.0,-215053660216.0,5104241131417.0,4533973404307.0,570267727110.0,,,
038540,상상인,KOSDAQ,2025,CFS,418561194722.0,-48213058666.0,-123083856988.0,4517784072877.0,4050693034415.0,467091038462.0,,,
018120,진로발효,KOSDAQ,2021,CFS,90344610305.0,11348953189.0,9529144075.0,94877084135.0,15683480445.0,79193603690.0,,,
018120,진로발효,KOSDAQ,2022,CFS,99586810696.0,3788872244.0,3604548151.0,93023978085.0,17261397627.0,75762580458.0,,,
018120,진로발효,KOSDAQ,2023,CFS,100068186172.0,8055864375.0,6475436103.0,90732858433.0,12258161825.0,78474696608.0,,,
018120,진로발효,KOSDAQ,2024,CFS,101456070092.0,11536816557.0,10505171992.0,97698492087.0,9025980225.0,88672511862.0,,,
018120,진로발효,KOSDAQ,2025,CFS,99783679254.0,14013935309.0,12534904154.0,102329386031.0,8201489469.0,94127896562.0,,,
317770,엑스페릭스,KOSDAQ,2021,CFS,14518263633.0,3005123588.0,3254550216.0,47660256682.0,2645208538.0,45015048144.0,,,
317770,엑스페릭스,KOSDAQ,2022,CFS,15077690234.0,2817514520.0,3096994916.0,50241204816.0,2309737042.0,47931467774.0,,,
317770,엑스페릭스,KOSDAQ,2023,CFS,11908780233.0,-4183750286.0,-3713605408.0,60098402685.0,3719269102.0,56379133583.0,,,
317770,엑스페릭스,KOSDAQ,2024,CFS,14747157399.0,-3247811080.0,-3363941919.0,96991821774.0,38438625756.0,58553196018.0,,,
317770,엑스페릭스,KOSDAQ,2025,CFS,21486557890.0,-1407428509.0,-20430158922.0,121402345356.0,31520945808.0,89881399548.0,,,
096250,와이즈넛,KOSDAQ,2023,CFS,35172218324.0,3456887664.0,4267209666.0,55408755428.0,6668353225.0,48740402203.0,,,
096250,와이즈넛,KOSDAQ,2024,CFS,34920657325.0,1702832524.0,3050746409.0,57963768348.0,6609646859.0,51354121489.0,,,
096250,와이즈넛,KOSDAQ,2025,CFS,34730241834.0,113589771.0,1752786177.0,74028368551.0,6318867361.0,67709501190.0,,,
059270,해성에어로보틱스,KOSDAQ,2021,CFS,15227941611.0,-1079953355.0,-1145276454.0,49970091944.0,9045991121.0,40924100823.0,,,
059270,해성에어로보틱스,KOSDAQ,2022,CFS,13913931783.0,-1269958376.0,-1026924139.0,44359664826.0,3689919899.0,40669744927.0,,,
059270,해성에어로보틱스,KOSDAQ,2023,CFS,13683022145.0,-1495253980.0,-778286866.0,43653933998.0,3763698146.0,39890235852.0,,,
059270,해성에어로보틱스,KOSDAQ,2024,CFS,14938117848.0,-715715116.0,-527898145.0,42232172011.0,2763870392.0,39468301619.0,,,
059270,해성에어로보틱스,KOSDAQ,2025,CFS,15077935821.0,-621169905.0,147852255.0,43062407333.0,3417650571.0,39644756762.0,,,
038110,에코플라스틱,KOSDAQ,2021,CFS,1517574986027.0,15774824600.0,5428884898.0,683487201549.0,554423014707.0,129064186842.0,,,
038110,에코플라스틱,KOSDAQ,2022,CFS,1821519312265.0,38516830106.0,23595092778.0,810930537123.0,654427253668.0,156503283455.0,,,
038110,에코플라스틱,KOSDAQ,2023,CFS,2160621914515.0,72420507238.0,43313989565.0,988358418257.0,770529644599.0,217828773658.0,,,
038110,에코플라스틱,KOSDAQ,2024,CFS,2255119700370.0,32889283467.0,13213450353.0,1307174745967.0,1078900161681.0,228274584286.0,,,
038110,에코플라스틱,KOSDAQ,2025,CFS,2562025593000.0,35744891000.0,1990934000.0,1696948724000.0,1337220609000.0,359728114000.0,,,
051160,지어소프트,KOSDAQ,2021,CFS,378603667067.0,6660812145.0,8000882535.0,228993547868.0,122833950461.0,106159597407.0,,,
051160,지어소프트,KOSDAQ,2022,CFS,454632456423.0,-3078363053.0,-4387212504.0,291481391982.0,108381396883.0,183099995099.0,,,
051160,지어소프트,KOSDAQ,2023,CFS,508904596429.0,15207009272.0,15688210625.0,295656072716.0,96848815787.0,198807256929.0,,,
051160,지어소프트,KOSDAQ,2024,CFS,547175186226.0,29092526456.0,27973589335.0,304782159674.0,88110185244.0,216671974430.0,,,
051160,지어소프트,KOSDAQ,2025,CFS,587129986929.0,25128780502.0,19209164656.0,316314427269.0,90785417095.0,225529010174.0,,,
464490,쿼드메디슨,KOSDAQ,2024,CFS,,-4449177465.0,-4968140984.0,32098169321.0,20498173571.0,11599995750.0,,,
464490,쿼드메디슨,KOSDAQ,2025,CFS,,-6383954523.0,-6931050748.0,51179024993.0,20379824402.0,30799200591.0,,,
089230,THE E&M,KOSDAQ,2021,CFS,56350436255.0,3527300569.0,-12047991882.0,144497105087.0,59510167748.0,84986937339.0,,,
089230,THE E&M,KOSDAQ,2022,CFS,46601511930.0,-2309018889.0,-22595130455.0,104139483470.0,42297027349.0,61842456121.0,,,
089230,THE E&M,KOSDAQ,2023,CFS,31702033259.0,-7717794327.0,-33573882013.0,84674762963.0,55480174362.0,29194588601.0,,,
089230,THE E&M,KOSDAQ,2024,CFS,22196259181.0,-7472181005.0,-13247088799.0,77617082470.0,47533273706.0,30083808764.0,,,
089230,THE E&M,KOSDAQ,2025,CFS,12340921889.0,-8575907256.0,-19904674968.0,118073459255.0,62751438358.0,55322020897.0,,,
035080,그래디언트,KOSDAQ,2021,CFS,3115778496432.0,2487628369.0,-4593076104.0,1654217637882.0,1065128833386.0,589088804496.0,,,
035080,그래디언트,KOSDAQ,2022,CFS,3584845793132.0,14581382704.0,338864154278.0,1769400371437.0,887158413041.0,882241958396.0,,,
035080,그래디언트,KOSDAQ,2023,CFS,3423866580408.0,2909640608.0,-6023332663.0,1897558670069.0,1063628720501.0,833929949568.0,,,
035080,그래디언트,KOSDAQ,2024,CFS,3317910394761.0,-5512716880.0,-25955494157.0,1737951356557.0,955910708047.0,782040648510.0,,,
035080,그래디언트,KOSDAQ,2025,CFS,3061593068748.0,-29581406856.0,-24705775927.0,1746643370954.0,1023404313750.0,723239057204.0,,,
000440,중앙에너비스,KOSDAQ,2021,CFS,60712577714.0,37955693.0,251456957.0,64464477812.0,4806805841.0,59657671971.0,,,
000440,중앙에너비스,KOSDAQ,2022,CFS,71620870966.0,811819806.0,500081876.0,63421752822.0,4601893188.0,58819859634.0,,,
000440,중앙에너비스,KOSDAQ,2023,CFS,55473865404.0,-739276625.0,-251207664.0,61533132670.0,4503843144.0,57029289526.0,,,
000440,중앙에너비스,KOSDAQ,2024,CFS,49810930913.0,-1746232659.0,-943603348.0,58475728545.0,3915805410.0,54559923135.0,,,
000440,중앙에너비스,KOSDAQ,2025,CFS,49592330053.0,-1743958445.0,-1115438841.0,54994657695.0,2987397109.0,52007260586.0,,,
072950,빛샘전자,KOSDAQ,2021,CFS,81783273565.0,4042976106.0,4143043840.0,83413754264.0,16603115625.0,66810638639.0,,,
072950,빛샘전자,KOSDAQ,2022,CFS,93008781370.0,2517704911.0,2195696334.0,83518168930.0,15421105355.0,68097063575.0,,,
072950,빛샘전자,KOSDAQ,2023,CFS,74104681649.0,3667606421.0,4110965601.0,83208167489.0,11528021594.0,71680145895.0,,,
072950,빛샘전자,KOSDAQ,2024,CFS,85120717267.0,5073498356.0,5164688686.0,101256586978.0,25392876876.0,75863710102.0,,,
072950,빛샘전자,KOSDAQ,2025,CFS,120858537424.0,8989504942.0,7725885000.0,117144598604.0,32911197986.0,84233400618.0,,,
382840,원준,KOSDAQ,2021,CFS,62091186942.0,12347535639.0,6708975183.0,146364683814.0,50245109657.0,96119574157.0,,,
382840,원준,KOSDAQ,2022,CFS,143200037748.0,10891530920.0,15180537139.0,157321441763.0,45876629217.0,111444812546.0,,,
382840,원준,KOSDAQ,2023,CFS,137256469129.0,4641272604.0,5589942616.0,200509976496.0,81256972053.0,119253004443.0,,,
382840,원준,KOSDAQ,2024,CFS,149851159615.0,12429006864.0,3739132676.0,246392416681.0,127196548684.0,119195867997.0,,,
382840,원준,KOSDAQ,2025,CFS,149100259243.0,6978485543.0,-13147391994.0,173929159460.0,68078527840.0,105850631620.0,,,
131370,알서포트,KOSDAQ,2021,CFS,52469273022.0,17455957407.0,24519445929.0,93900528494.0,10522139636.0,83378388858.0,,,
131370,알서포트,KOSDAQ,2022,CFS,48599235514.0,7246745357.0,4215520969.0,96160855312.0,10241484173.0,85919371139.0,,,
131370,알서포트,KOSDAQ,2023,CFS,50411451721.0,7927568472.0,7287209640.0,102474954665.0,9818491973.0,92656462692.0,,,
131370,알서포트,KOSDAQ,2024,CFS,47528312054.0,3678242611.0,3061063628.0,120486014072.0,24577817031.0,95908197041.0,,,
131370,알서포트,KOSDAQ,2025,CFS,48845260894.0,2393373710.0,1800272319.0,109811029962.0,13231822289.0,96579207673.0,,,
149980,하이로닉,KOSDAQ,2021,CFS,21781038529.0,4630758092.0,6767020981.0,63669373944.0,7689780427.0,55979593517.0,,,
149980,하이로닉,KOSDAQ,2022,CFS,27567596629.0,3581104785.0,2929700441.0,67513759802.0,8815015493.0,58698744309.0,,,
149980,하이로닉,KOSDAQ,2023,CFS,33731985488.0,5270588753.0,8246188046.0,79097609391.0,6694743636.0,72402865755.0,,,
149980,하이로닉,KOSDAQ,2024,CFS,31628770815.0,-4757481207.0,-5485708426.0,80014600573.0,10176095160.0,69838505413.0,,,
149980,하이로닉,KOSDAQ,2025,CFS,32086031399.0,4102222097.0,3144099627.0,71242246309.0,7711055676.0,63531190633.0,,,
100130,동국S&C,KOSDAQ,2021,CFS,378775972995.0,18346300211.0,24072735197.0,451115063748.0,157648735812.0,293466327936.0,,,
100130,동국S&C,KOSDAQ,2022,CFS,477142893660.0,-11395530339.0,-8329417290.0,503022501999.0,222991249472.0,280031252527.0,,,
100130,동국S&C,KOSDAQ,2023,CFS,398256036328.0,-31751419911.0,-30266271436.0,472601990302.0,223262991133.0,249338999169.0,,,
100130,동국S&C,KOSDAQ,2024,CFS,165779489924.0,-5534041323.0,-39766423586.0,310764184164.0,123334931270.0,187429252894.0,,,
100130,동국S&C,KOSDAQ,2025,CFS,119684884783.0,6944254857.0,-1670905549.0,256327957251.0,70688671523.0,185639285728.0,,,
413630,씨피시스템,KOSDAQ,2023,CFS,0.0,-76329244.0,209109025.0,12728407090.0,1499871835.0,11228535255.0,,,
413630,씨피시스템,KOSDAQ,2024,CFS,21290631574.0,3315643565.0,-12093742428.0,47569039483.0,2869885262.0,44699154221.0,,,
413630,씨피시스템,KOSDAQ,2025,CFS,19053735010.0,2138726082.0,2002088660.0,46422649586.0,2902540908.0,43520108678.0,,,
408470,한패스,KOSDAQ,2025,CFS,66448336065.0,8228502898.0,6605238463.0,121892540895.0,79802895488.0,42089645407.0,,,
